,Price
479,440.857
480,454.111
481,454.511
482,428.423
483,417.265
484,424.11300000000006
485,425.095
486,428.98800000000006
487,425.418
488,432.258
489,433.24
490,429.271
491,431.819
492,432.241
493,429.829
494,447.946
495,454.849
496,449.909
497,444.408
498,447.174
499,445.538
500,428.513
501,430.349
502,403.973
503,371.323
504,384.435
505,383.0
506,383.472
507,392.939
508,414.174
509,393.566
510,388.784
511,396.316
512,396.252
513,393.133
514,394.257
515,383.843
516,375.98800000000006
517,378.256
518,377.724
519,373.237
520,374.287
521,372.194
522,378.35
523,387.86
524,377.282
525,377.566
526,376.95
527,374.584
528,379.689
529,380.995
530,382.955
531,389.825
532,400.002
533,404.62
534,404.798
535,414.783
536,420.74300000000005
537,420.701
538,430.082
539,438.567
540,437.065
541,427.514
542,421.19
543,423.3
544,424.262
545,432.256
546,429.127
547,436.765
548,434.676
549,431.575
550,421.323
551,419.557
552,403.989
553,404.42
554,409.784
555,412.669
556,411.941
557,413.802
558,419.577
559,413.346
560,412.764
561,414.027
562,415.778
563,415.443
564,418.234
565,413.077
566,407.531
567,410.271
568,409.752
569,415.288
570,416.991
571,415.821
572,415.36
573,416.249
574,419.4380000000001
575,423.456
576,417.945
577,412.853
578,414.983
579,415.156
580,418.138
581,417.978
582,418.564
583,420.973
584,421.292
585,420.006
586,420.314
587,416.93300000000005
588,418.889
589,420.07
590,423.767
591,423.615
592,423.23
593,426.47
594,429.73800000000006
595,427.826
596,427.315
597,428.717
598,436.562
599,443.215
600,445.474
601,445.852
602,452.604
603,457.376
604,463.109
605,458.712
606,444.29
607,449.257
608,451.828
609,449.954
610,446.236
611,446.352
612,446.98800000000006
613,446.657
614,451.464
615,457.98800000000006
616,457.595
617,458.102
618,454.7480000000001
619,452.584
620,451.025
621,454.247
622,455.025
623,455.975
624,455.809
625,453.459
626,453.949
627,449.494
628,441.529
629,442.068
630,441.268
631,441.669
632,445.089
633,448.097
634,450.845
635,472.112
636,496.908
637,522.366
638,533.135
639,535.4159999999998
640,532.201
641,534.594
642,551.979
643,571.159
644,573.875
645,580.536
646,579.599
647,574.524
648,574.28
649,573.047
650,579.549
651,638.456
652,686.885
653,685.852
654,682.671
655,734.99
656,744.823
657,748.164
658,753.295
659,747.682
660,681.946
661,649.939
662,588.9259999999998
663,652.469
664,669.2869999999998
665,640.632
666,637.878
667,647.563
668,633.786
669,651.127
670,674.2510000000002
671,683.826
672,673.449
673,668.6239999999998
674,669.77
675,670.711
676,640.923
677,644.648
678,649.595
679,645.327
680,646.33
681,653.631
682,659.574
683,655.688
684,658.89
685,660.703
686,667.4639999999998
687,675.1339999999999
688,668.951
689,667.413
690,662.495
691,659.5210000000002
692,653.6659999999998
693,656.306
694,656.1189999999998
695,651.943
696,652.979
697,654.826
698,655.2180000000002
699,655.252
700,636.085
701,620.444
702,595.245
703,552.184
704,572.822
705,573.026
706,575.443
707,589.396
708,589.0319999999998
709,586.113
710,589.594
711,592.19
712,586.987
713,586.74
714,576.2719999999998
715,569.003
716,571.996
717,574.509
718,573.871
719,574.592
720,577.7080000000002
721,580.948
722,582.629
723,584.169
724,580.74
725,575.66
726,578.283
727,574.184
728,572.17
729,574.891
730,576.744
731,574.462
732,573.069
733,573.174
734,579.773
735,604.2080000000002
736,605.63
737,606.793
738,610.021
739,621.285
740,622.6030000000002
741,623.9019999999998
742,620.306
743,607.225
744,609.126
745,610.447
746,609.706
747,608.3480000000002
748,607.443
749,607.971
750,609.9259999999998
751,608.701
752,597.9159999999998
753,597.849
754,599.46
755,603.368
756,602.605
757,604.645
758,605.886
759,604.8009999999998
760,604.65
761,604.894
762,611.559
763,610.758
764,610.721
765,609.337
766,610.4780000000002
767,611.072
768,613.763
769,617.237
770,616.581
771,616.2959999999998
772,631.621
773,637.312
774,635.764
775,636.521
776,639.211
777,639.793
778,638.715
779,637.034
780,632.653
781,628.962
782,631.236
783,641.524
784,653.664
785,650.557
786,654.64
787,665.07
788,682.275
789,685.3560000000001
790,705.335
791,704.7860000000002
792,698.831
793,720.1210000000002
794,724.827
795,724.0989999999998
796,698.7919999999998
797,702.682
798,708.671
799,703.872
800,705.7610000000002
801,724.306
802,714.235
803,714.44
804,708.5419999999998
805,696.1360000000002
806,701.676
807,709.94
808,721.6519999999998
809,742.568
810,742.5219999999998
811,747.6460000000002
812,740.325
813,734.423
814,741.868
815,742.446
816,738.4910000000001
817,734.9830000000002
818,734.7860000000002
819,732.6310000000002
820,732.658
821,732.3739999999998
822,737.7589999999999
823,747.59
824,767.6569999999998
825,764.4830000000002
826,764.0110000000002
827,754.931
828,755.702
829,760.565
830,766.6519999999998
831,768.4939999999998
832,771.9910000000001
833,767.304
834,774.3710000000002
835,777.648
836,776.7139999999998
837,776.7080000000002
838,779.035
839,786.632
840,787.6619999999998
841,789.416
842,789.909
843,811.0210000000002
844,852.382
845,894.707
846,897.765
847,871.821
848,896.85
849,911.027
850,950.293
851,965.624
852,950.955
853,952.778
854,970.988
855,1010.0
856,1017.0
857,1075.0
858,1045.0
859,927.984
860,865.388
861,908.784
862,890.7280000000002
863,899.0889999999998
864,843.3580000000002
865,781.2919999999998
866,805.197
867,825.581
868,816.1419999999998
869,825.8610000000001
870,873.1619999999998
871,882.9860000000001
872,890.2360000000001
873,892.331
874,914.851
875,920.879
876,918.084
877,906.179
878,894.1560000000002
879,903.996
880,914.645
881,916.865
882,915.551
883,915.703
884,937.573
885,969.061
886,989.036
887,1009.0
888,1014.0
889,1016.0
890,1017.0
891,1038.0
892,1049.0
893,1020.0
894,973.244
895,1003.0
896,999.914
897,994.654
898,1003.0
899,1006.0
900,1023.0
901,1043.0
902,1056.0
903,1049.0
904,1052.0
905,1095.0
906,1114.0
907,1140.0
908,1178.0
909,1163.0
910,1160.0
911,1181.0
912,1190.0
913,1203.0
914,1237.0
915,1270.0
916,1271.0
917,1261.0
918,1273.0
919,1252.0
920,1196.0
921,1175.0
922,1202.0
923,1168.0
924,1195.0
925,1229.0
926,1239.0
927,1248.0
928,1218.0
929,1131.0
930,1039.0
931,1014.0
932,1039.0
933,1089.0
934,1062.0
935,1043.0
936,997.754
937,934.795
938,973.897
939,1003.0
940,1045.0
941,1036.0
942,1037.0
943,1057.0
944,1083.0
945,1090.0
946,1132.0
947,1142.0
948,1128.0
949,1164.0
950,1189.0
951,1188.0
952,1194.0
953,1208.0
954,1213.0
955,1218.0
956,1191.0
957,1185.0
958,1188.0
959,1188.0
960,1190.0
961,1218.0
962,1217.0
963,1233.0
964,1256.0
965,1252.0
966,1252.0
967,1257.0
968,1269.0
969,1293.0
970,1318.0
971,1326.0
972,1335.0
973,1337.0
974,1390.0
975,1437.0
976,1462.0
977,1517.0
978,1534.0
979,1530.0
980,1541.0
981,1600.0
982,1700.0
983,1721.0
984,1800.0
985,1763.0
986,1700.0
987,1776.0
988,1722.0
989,1709.0
990,1790.0
991,1837.0
992,1923.0
993,1988.0
994,2045.0
995,2149.0
996,2208.0
997,2379.0
998,2568.0
999,2377.0
1000,2061.0
1001,2158.0
1002,2208.0
1003,2258.0
1004,2236.0
1005,2384.0
1006,2413.0
1007,2500.0
1008,2512.0
1009,2594.0
1010,2822.0
1011,2797.0
1012,2741.0
1013,2811.0
1014,2845.0
1015,2894.0
1016,2799.0
1017,2712.0
1018,2654.0
1019,2377.0
1020,2456.0
1021,2559.0
1022,2566.0
1023,2561.0
1024,2657.0
1025,2707.0
1026,2677.0
1027,2710.0
1028,2654.0
1029,2567.0
1030,2472.0
1031,2409.0
1032,2524.0
1033,2545.0
1034,2513.0
1035,2447.0
1036,2431.0
1037,2518.0
1038,2588.0
1039,2566.0
1040,2589.0
1041,2542.0
1042,2513.0
1043,2540.0
1044,2455.0
1045,2341.0
1046,2341.0
1047,2365.0
1048,2276.0
1049,2079.0
1050,1941.0
1051,2054.0
1052,2268.0
1053,2309.0
1054,2471.0
1055,2702.0
1056,2766.0
1057,2760.0
1058,2745.0
1059,2625.0
1060,2503.0
1061,2571.0
1062,2742.0
1063,2725.0
1064,2693.0
1065,2771.0
1066,2785.0
1067,2718.0
1068,2747.0
1069,2831.0
1070,3152.0
1071,3238.0
1072,3306.0
1073,3422.0
1074,3353.0
1075,3399.0
1076,3514.0
1077,3780.0
1078,4041.0
1079,4185.0
1080,4189.0
1081,4177.0
1082,4354.0
1083,4240.0
1084,4090.0
1085,4101.0
1086,4043.0
1087,3941.0
1088,4156.0
1089,4202.0
1090,4367.0
1091,4323.0
1092,4349.0
1093,4316.0
1094,4473.0
1095,4586.0
1096,4677.0
1097,4808.0
1098,4694.0
1099,4601.0
1100,4402.0
1101,4290.0
1102,4564.0
1103,4613.0
1104,4509.0
1105,4327.0
1106,4224.0
1107,4239.0
1108,4271.0
1109,3956.0
1110,3648.0
1111,3430.0
1112,3733.0
1113,3669.0
1114,3962.0
1115,3978.0
1116,3958.0
1117,3811.0
1118,3645.0
1119,3735.0
1120,3713.0
1121,3832.0
1122,3928.0
1123,4045.0
1124,4200.0
1125,4156.0
1126,4290.0
1127,4323.0
1128,4421.0
1129,4326.0
1130,4263.0
1131,4268.0
1132,4372.0
1133,4364.0
1134,4508.0
1135,4655.0
1136,4825.0
1137,4796.0
1138,5076.0
1139,5611.0
1140,5677.0
1141,5632.0
1142,5680.0
1143,5633.0
1144,5398.0
1145,5656.0
1146,5788.0
1147,6077.0
1148,5919.0
1149,5877.0
1150,5662.0
1151,5546.0
1152,5824.0
1153,5824.0
1154,5755.0
1155,5882.0
1156,6122.0
1157,6244.0
1158,6507.0
1159,6963.0
1160,7240.0
1161,7264.0
1162,7472.0
1163,7254.0
1164,7113.0
1165,7383.0
1166,7250.0
1167,6951.0
1168,6549.0
1169,6115.0
1170,6345.0
1171,6601.0
1172,7074.0
1173,7462.0
1174,7840.0
1175,7705.0
1176,7832.0
1177,8112.0
1178,8178.0
1179,8206.0
1180,8184.0
1181,8168.0
1182,8464.0
1183,9041.0
1184,9607.0
1185,9867.0
1186,10480.0
1187,9996.0
1188,10236.0
1189,10976.0
1190,11320.0
1191,11414.0
1192,11716.0
1193,12656.0
1194,15282.0
1195,16326.0
1196,15335.0
1197,14558.0
1198,16561.0
1199,16914.0
1200,16746.0
1201,16521.0
1202,17543.0
1203,18334.0
1204,19401.0
1205,18854.0
1206,18319.0
1207,16899.0
1208,16311.0
1209,14030.0
1210,15086.0
1211,13698.0
1212,13825.0
1213,15224.0
1214,15712.0
1215,14342.0
1216,14598.0
1217,13277.0
1218,13402.0
1219,13523.0
1220,13924.0
1221,15027.0
1222,14883.0
1223,15881.0
1224,16784.0
1225,16733.0
1226,15476.0
1227,15041.0
1228,14328.0
1229,13863.0
1230,13850.0
1231,14363.0
1232,13821.0
1233,13932.0
1234,12255.0
1235,10747.0
1236,11561.0
1237,11560.0
1238,12544.0
1239,11984.0
1240,11217.0
1241,10800.0
1242,11094.0
1243,11384.0
1244,11085.0
1245,11294.0
1246,11710.0
1247,11372.0
1248,10781.0
1249,10154.0
1250,9755.0
1251,8748.0
1252,9091.0
1253,8826.0
1254,7704.0
1255,6852.0
1256,7933.0
1257,8256.0
1258,8300.0
1259,8691.0
1260,8234.0
1261,8662.0
1262,8657.0
1263,9055.0
1264,9838.0
1265,10058.0
1266,10713.0
1267,10772.0
1268,10902.0
1269,11551.0
1270,10851.0
1271,10325.0
1272,10046.0
1273,9975.0
1274,9649.0
1275,9939.0
1276,10575.0
1277,10607.0
1278,10666.0
1279,11002.0
1280,11365.0
1281,11271.0
1282,11537.0
1283,11051.0
1284,10428.0
1285,9724.0
1286,8927.0
1287,9252.0
1288,9065.0
1289,9457.0
1290,9170.0
1291,8789.0
1292,8124.0
1293,8327.0
1294,8099.0
1295,7696.0
1296,8360.0
1297,8641.0
1298,9002.0
1299,8809.0
1300,8549.0
1301,8881.0
1302,8559.0
1303,8236.0
1304,7983.0
1305,7940.0
1306,7548.0
1307,6908.0
1308,7025.0
1309,6826.0
1310,7004.0
1311,7345.0
1312,7107.0
1313,6780.0
1314,6673.0
1315,6916.0
1316,7020.0
1317,6918.0
1318,6805.0
1319,6912.0
1320,7355.0
1321,8008.0
1322,8025.0
1323,8241.0
1324,8104.0
1325,8075.0
1326,8085.0
1327,8242.0
1328,8464.0
1329,8820.0
1330,8913.0
1331,8925.0
1332,9325.0
1333,9231.0
1334,8894.0
1335,9228.0
1336,9249.0
1337,9365.0
1338,9304.0
1339,9004.0
1340,9128.0
1341,9387.0
1342,9670.0
1343,9844.0
1344,9658.0
1345,9367.0
1346,9282.0
1347,9210.0
1348,9288.0
1349,8725.0
1350,8438.0
1351,8566.0
1352,8595.0
1353,8652.0
1354,8291.0
1355,8297.0
1356,8115.0
1357,8266.0
1358,8378.0
1359,8476.0
1360,8261.0
1361,7816.0
1362,7551.0
1363,7507.0
1364,7517.0
1365,7346.0
1366,7274.0
1367,7311.0
1368,7454.0
1369,7517.0
1370,7501.0
1371,7615.0
1372,7706.0
1373,7594.0
1374,7513.0
1375,7619.0
1376,7708.0
1377,7650.0
1378,7653.0
1379,7150.0
1380,6767.0
1381,6775.0
1382,6459.0
1383,6515.0
1384,6567.0
1385,6482.0
1386,6534.0
1387,6543.0
1388,6737.0
1389,6698.0
1390,6755.0
1391,6382.0
1392,6146.0
1393,6044.0
1394,6225.0
1395,6233.0
1396,6128.0
1397,6120.0
1398,5935.0
1399,6382.0
1400,6388.0
1401,6479.0
1402,6614.0
1403,6592.0
1404,6602.0
1405,6569.0
1406,6611.0
1407,6759.0
1408,6739.0
1409,6516.0
1410,6400.0
1411,6252.0
1412,6256.0
1413,6253.0
1414,6342.0
1415,6537.0
1416,6889.0
1417,7413.0
1418,7399.0
1419,7430.0
1420,7353.0
1421,7455.0
1422,7681.0
1423,8068.0
1424,8254.0
1425,8199.0
1426,8021.0
1427,8180.0
1428,8206.0
1429,8142.0
1430,7929.0
1431,7580.0
1432,7598.0
1433,7403.0
1434,7260.0
1435,7009.0
1436,7006.0
1437,7000.0
1438,6454.0
1439,6398.0
1440,6414.0
1441,6195.0
1442,6316.0
1443,6356.0
1444,6064.0
1445,6377.0
1446,6351.0
1447,6474.0
1448,6459.0
1449,6412.0
1450,6462.0
1451,6411.0
1452,6592.0
1453,6445.0
1454,6566.0
1455,6731.0
1456,6691.0
1457,6733.0
1458,6997.0
1459,7067.0
1460,6947.0
1461,6994.0
1462,7114.0
1463,7249.0
1464,7269.0
1465,7332.0
1466,7145.0
1467,6442.0
1468,6463.0
1469,6380.0
1470,6308.0
1471,6307.0
1472,6312.0
1473,6287.0
1474,6450.0
1475,6507.0
1476,6523.0
1477,6491.0
1478,6408.0
1479,6307.0
1480,6352.0
1481,6423.0
1482,6667.0
1483,6714.0
1484,6712.0
1485,6645.0
1486,6424.0
1487,6470.0
1488,6528.0
1489,6683.0
1490,6568.0
1491,6610.0
1492,6610.0
1493,6579.0
1494,6484.0
1495,6583.0
1496,6584.0
1497,6598.0
1498,6580.0
1499,6630.0
1500,6639.0
1501,6581.0
1502,6284.0
1503,6278.0
1504,6288.0
1505,6335.0
1506,6614.0
1507,6642.0
1508,6609.0
1509,6595.0
1510,6514.0
1511,6526.0
1512,6574.0
1513,6537.0
1514,6511.0
1515,6530.0
1516,6502.0
1517,6493.0
1518,6491.0
1519,6483.0
1520,6406.0
1521,6331.0
1522,6330.0
1523,6361.0
1524,6410.0
1525,6385.0
1526,6414.0
1527,6451.0
1528,6454.0
1529,6547.0
1530,6503.0
1531,6429.0
1532,6424.0
1533,6411.0
1534,6426.0
1535,6405.0
1536,6158.0
1537,5605.0
1538,5612.0
1539,5571.0
1540,5633.0
1541,5285.0
1542,4632.0
1543,4528.0
1544,4541.0
1545,4325.0
1546,4310.0
1547,3850.0
1548,3933.0
1549,3776.0
1550,4118.0
1551,4271.0
1552,4129.0
1553,4140.0
1554,4192.0
1555,4004.0
1556,3981.0
1557,3900.0
1558,3756.0
1559,3415.0
1560,3449.0
1561,3561.0
1562,3554.0
1563,3459.0
1564,3483.0
1565,3433.0
1566,3302.0
1567,3256.0
1568,3298.0
1569,3417.0
1570,3575.0
1571,3813.0
1572,3984.0
1573,4034.0
1574,3919.0
1575,4039.0
1576,4175.0
1577,3829.0
1578,3833.0
1579,3766.0
1580,3746.0
1581,3915.0
1582,3835.0
1583,3804.0
1584,3744.0
1585,3865.0
1586,3874.0
1587,3821.0
1588,3861.0
1589,3925.0
1590,4052.0
1591,4031.0
1592,4036.0
1593,3825.0
1594,3662.0
1595,3648.0
1596,3600.0
1597,3604.0
1598,3661.0
1599,3626.0
1600,3623.0
1601,3637.0
1602,3689.0
1603,3638.0
1604,3558.0
1605,3573.0
1606,3592.0
1607,3576.0
1608,3580.0
1609,3601.0
1610,3578.0
1611,3474.0
1612,3432.0
1613,3464.0
1614,3459.0
1615,3455.0
1616,3459.0
1617,3454.0
1618,3442.0
1619,3446.0
1620,3400.0
1621,3392.0
1622,3481.0
1623,3650.0
1624,3645.0
1625,3637.0
1626,3611.0
1627,3617.0
1628,3601.0
1629,3601.0
1630,3617.0
1631,3620.0
1632,3796.0
1633,3935.0
1634,3943.0
1635,3942.0
1636,3958.0
1637,4006.0
1638,4020.0
1639,3822.0
1640,3823.0
1641,3819.0
1642,3833.0
1643,3837.0
1644,3826.0
1645,3819.0
1646,3746.0
1647,3786.0
1648,3857.0
1649,3884.0
1650,3896.0
1651,3915.0
1652,3916.0
1653,3889.0
1654,3871.0
1655,3871.0
1656,3874.0
1657,3904.0
1658,4006.0
1659,3988.0
1660,3993.0
1661,4003.0
1662,4021.0
1663,4026.0
1664,3999.0
1665,4000.0
1666,3989.0
1667,3974.0
1668,3933.0
1669,4014.0
1670,4032.0
1671,4080.0
1672,4103.0
1673,4103.0
1674,4138.0
1675,4646.0
1676,5028.0
1677,4974.0
1678,4985.0
1679,5048.0
1680,5137.0
1681,5224.0
1682,5200.0
1683,5262.0
1684,5125.0
1685,5043.0
1686,5086.0
1687,5080.0
1688,5125.0
1689,5105.0
1690,5220.0
1691,5265.0
1692,5260.0
1693,5310.0
1694,5281.0
1695,5310.0
1696,5530.0
1697,5487.0
1698,5431.0
1699,5250.0
1700,5252.0
1701,5260.0
1702,5240.0
1703,5265.0
1704,5354.0
1705,5432.0
1706,5704.0
1707,5750.0
1708,5778.0
1709,5712.0
1710,5921.0
1711,5901.0
1712,6085.0
1713,6318.0
1714,6807.0
1715,7158.0
1716,7400.0
1717,7988.0
1718,8047.0
1719,7992.0
1720,7287.0
1721,7328.0
1722,7912.0
1723,7900.0
1724,7938.0
1725,7884.0
1726,7701.0
1727,7975.0
1728,8023.0
1729,8103.0
1730,8767.0
1731,8720.0
1732,8648.0
1733,8636.0
1734,8356.0
1735,8541.0
1736,8662.0
1737,8537.0
1738,7868.0
1739,7778.0
1740,7756.0
1741,7934.0
1742,7938.0
1743,7796.0
1744,7810.0
1745,7884.0
1746,8018.0
1747,8153.0
1748,8337.0
1749,8713.0
1750,9081.0
1751,9225.0
1752,9161.0
1753,9150.0
1754,9339.0
1755,9796.0
1756,10733.0
1757,10780.0
1758,10865.0
1759,11320.0
1760,12668.0
1761,11826.0
1762,11702.0
1763,11867.0
1764,11569.0
1765,10709.0
1766,10323.0
1767,11337.0
1768,11752.0
1769,11141.0
1770,11383.0
1771,11297.0
1772,11763.0
1773,12497.0
1774,12645.0
1775,11589.0
1776,11583.0
1777,11424.0
1778,10868.0
1779,10433.0
1780,10364.0
1781,9580.0
1782,10053.0
1783,10469.0
1784,10672.0
1785,10579.0
1786,10458.0
1787,10082.0
1788,9714.0
1789,10028.0
1790,9782.0
1791,9734.0
1792,9499.0
1793,9556.0
1794,9547.0
1795,9850.0
1796,10083.0
1797,10482.0
1798,10790.0
1799,10814.0
1800,11680.0
1801,11772.0
1802,11726.0
1803,11811.0
1804,11837.0
1805,11602.0
1806,11403.0
1807,11404.0
1808,11161.0
1809,10494.0
1810,10035.0
1811,10245.0
1812,10309.0
1813,10295.0
1814,10614.0
1815,10758.0
1816,10219.0
1817,10058.0
1818,10266.0
1819,10156.0
1820,10104.0
1821,10349.0
1822,10191.0
1823,10085.0
1824,9533.0
1825,9556.0
1826,9608.0
1827,9636.0
1828,9934.0
1829,10517.0
1830,10566.0
1831,10575.0
1832,10655.0
1833,10426.0
1834,10467.0
1835,10319.0
1836,10243.0
1837,10082.0
1838,10237.0
1839,10328.0
1840,10351.0
1841,10334.0
1842,10287.0
1843,10237.0
1844,10211.0
1845,10007.0
1846,10192.0
1847,10058.0
1848,10005.0
1849,9909.0
1850,9469.0
1851,8465.0
1852,8260.0
1853,8054.0
1854,8171.0
1855,8092.0
1856,8081.0
1857,8365.0
1858,8265.0
1859,8255.0
1860,8173.0
1861,8129.0
1862,8016.0
1863,8068.0
1864,8214.0
1865,8339.0
1866,8556.0
1867,8404.0
1868,8340.0
1869,8364.0
1870,8319.0
1871,8274.0
1872,8081.0
1873,8057.0
1874,7980.0
1875,7979.0
1876,8030.0
1877,8235.0
1878,8209.0
1879,7748.0
1880,7456.0
1881,7873.0
1882,9321.0
1883,9407.0
1884,9466.0
1885,9388.0
1886,9218.0
1887,9196.0
1888,9176.0
1889,9292.0
1890,9245.0
1891,9285.0
1892,9357.0
1893,9362.0
1894,9274.0
1895,9015.0
1896,8833.0
1897,8922.0
1898,8830.0
1899,8776.0
1900,8797.0
1901,8728.0
1902,8601.0
1903,8524.0
1904,8584.0
1905,8460.0
1906,8204.0
1907,8176.0
1908,7924.0
1909,7367.0
1910,7255.0
1911,7209.0
1912,6978.0
1913,7165.0
1914,7269.0
1915,7555.0
1916,7595.0
1917,7673.0
1918,7360.0
1919,7315.0
1920,7319.0
1921,7314.0
1922,7351.0
1923,7436.0
1924,7556.0
1925,7549.0
1926,7492.0
1927,7340.0
1928,7266.0
1929,7217.0
1930,7258.0
