Dates,#Active_Adresses,Block Size,Block Time,FeeInReward,Price,Transaction Fee,Transaction Value,#From_Adresses,Google GTrends,Hashrate,Capitalization,Median Transaction Fee,Median Transaction Value,Difficulty,#Transactions,Profiltability,Sent,Top100,Tweets
2013-02-07,58309.0,177722.0,9.351,1.249,21.218,0.0169,597.649,42246.0,1.647,24062881259617.0,228077839.0,0.0106,17.012,3275465.0,61083.0,3438.0,34569462.0,19.395,
2013-02-08,60204.0,180315.0,9.536,1.291,21.993,0.0178,789.145,42502.0,2.196,24676363127521.0,236493190.0,0.011,21.498,3275465.0,60770.0,3408.0,45157393.0,19.375,
2013-02-09,56349.0,179295.0,10.07,1.25,22.796,0.0179,715.526,38859.0,2.196,23656768774177.0,245208615.0,0.0114,22.796,3275465.0,57607.0,3488.0,36078893.0,19.329,
2013-02-10,57584.0,153941.0,8.944,1.114,23.261,0.0187,563.173,41834.0,2.196,25251475909911.0,250299104.0,0.0116,18.597,3275465.0,56282.0,3749.0,29858039.0,19.342,
2013-02-11,52289.0,164838.0,9.057,1.216,23.705,0.0201,545.052,37215.0,2.196,26992798062615.0,255172162.0,0.0119,21.224,3275465.0,57435.0,3534.0,29243330.0,19.358,
2013-02-12,51859.0,192455.0,10.36,1.379,24.107,0.02,523.037,38370.0,3.294,23674640176159.0,259589927.0,0.0121,23.002,3275465.0,58412.0,3588.0,27270666.0,19.43,
2013-02-13,53161.0,158338.0,8.421,1.3,24.252,0.0231,499.386,37950.0,2.196,24826454479474.0,261235628.0,0.0121,17.88,3275465.0,58919.0,4231.0,25208127.0,19.435,
2013-02-14,51475.0,157823.0,9.536,1.141,25.164,0.0215,740.467,35874.0,3.294,26870565712458.0,271172596.0,0.0126,25.252,3275465.0,50777.0,3576.0,35260549.0,19.419,
2013-02-15,50142.0,145857.0,8.045,1.268,26.364,0.0272,606.872,36167.0,2.745,27156796278792.0,284198185.0,0.0132,21.064,3275465.0,55468.0,4400.0,31760756.0,19.383,
2013-02-16,47112.0,124879.0,7.619,1.067,26.544,0.0263,652.056,32649.0,3.294,30223206950930.0,286257364.0,0.0133,17.723,3275465.0,51244.0,4194.0,32044813.0,19.383,
2013-02-17,45575.0,126013.0,7.66,0.99,26.545,0.0251,610.099,33554.0,3.294,31017709194699.0,286393572.0,0.0133,18.356,3275465.0,49447.0,4062.0,26997794.0,19.191,
2013-02-18,47236.0,143939.0,8.944,1.111,26.525,0.0238,649.143,35640.0,3.842,32387091022292.0,286307850.0,0.0133,21.207,3639349.0,50213.0,3333.0,29948132.0,19.188,
2013-02-19,49400.0,160437.0,9.057,1.157,27.694,0.0236,737.778,36589.0,2.745,28854396715794.0,299031973.0,0.0138,18.93,3651012.0,54360.0,3860.0,35449679.0,19.201,
2013-02-20,50783.0,149348.0,7.461,1.027,28.941,0.0243,579.317,36651.0,3.294,31170133992683.0,312612007.0,0.0145,18.493,3651012.0,59555.0,4526.0,31022271.0,19.348,
2013-02-21,50633.0,142209.0,8.182,1.16,29.279,0.027,547.571,38285.0,2.745,34496658944091.0,316409717.0,0.0146,18.739,3651012.0,55740.0,3778.0,28308162.0,19.347,
2013-02-22,54319.0,166975.0,8.471,1.241,29.255,0.0251,740.879,40643.0,3.294,29962951413921.0,316279078.0,0.0146,18.241,3651012.0,62001.0,4202.0,43329245.0,19.406,
2013-02-23,51375.0,163090.0,8.78,1.165,29.01,0.0242,641.262,38854.0,3.294,30744369808546.0,313748241.0,0.0145,18.558,3651012.0,57722.0,3914.0,30312993.0,19.36,
2013-02-24,52050.0,159389.0,9.231,1.144,28.771,0.0227,857.425,39305.0,2.745,29867328019003.0,311286738.0,0.0144,14.922,3651012.0,57008.0,3800.0,45883097.0,19.246,
2013-02-25,56628.0,149724.0,7.059,1.293,28.8,0.0287,799.813,40722.0,3.294,33103328091129.0,311707411.0,0.0144,14.371,3651012.0,66940.0,4495.0,50988547.0,19.218,
2013-02-26,58809.0,174688.0,8.675,1.357,29.141,0.0262,748.307,42317.0,2.745,31111147739460.0,315552208.0,0.0146,18.647,3651012.0,63272.0,3941.0,39048848.0,19.248,
2013-02-27,55051.0,145754.0,7.461,1.121,29.849,0.0268,750.436,38654.0,3.294,34336725643454.0,323337216.0,0.0149,17.938,3651012.0,60756.0,4242.0,42867868.0,19.235,
2013-02-28,59805.0,173582.0,8.571,1.429,31.366,0.0303,737.42,40736.0,4.391,32340368603539.0,339921626.0,0.0157,19.41,3651012.0,62853.0,4132.0,43827553.0,19.247,
2013-03-01,63070.0,196538.0,9.474,1.762,33.236,0.0351,846.702,44701.0,4.391,31229147414650.0,360332643.0,0.0166,20.054,3844376.0,64383.0,4117.0,47303908.0,19.233,
2013-03-02,49229.0,180356.0,9.931,1.395,33.118,0.0304,885.469,33208.0,2.745,32212752870244.0,359179178.0,0.0166,16.467,4367876.0,55680.0,3779.0,45859040.0,19.268,
2013-03-03,46060.0,157083.0,8.944,1.108,32.458,0.0269,554.34,31196.0,3.294,32946997321020.0,352138850.0,0.0162,14.556,4367876.0,54298.0,4010.0,25958762.0,19.347,
2013-03-04,53538.0,164681.0,8.045,1.223,33.353,0.0288,507.538,36840.0,3.294,37625574597929.0,361983007.0,0.0334,18.657,4367876.0,63865.0,4016.0,29831574.0,19.395,
2013-03-05,57394.0,194496.0,10.36,1.461,36.627,0.0332,1246.0,40287.0,4.391,34319471279164.0,397674490.0,0.0183,28.634,4367876.0,56729.0,3763.0,67448145.0,19.331,
2013-03-06,69151.0,194518.0,9.29,3.91,38.99,0.0979,1441.0,46619.0,6.038,33762489198891.0,423471828.0,0.0195,26.829,4367876.0,62605.0,4657.0,80370188.0,19.39,
2013-03-07,66367.0,201829.0,9.0,1.522,39.99,0.037,991.525,44636.0,4.94,32346300011753.0,434482393.0,0.02,25.635,4367876.0,66610.0,5021.0,56480589.0,19.389,
2013-03-08,56595.0,161434.0,9.0,1.18,41.29,0.0353,890.844,39682.0,4.94,34788389737132.0,448777371.0,0.0206,27.593,4367876.0,55697.0,4804.0,46714516.0,19.505,
2013-03-09,54122.0,156831.0,8.521,1.222,43.161,0.0406,792.51,34959.0,4.391,35681046711777.0,469280313.0,0.0216,25.58,4367876.0,55377.0,5174.0,39440947.0,19.515,
2013-03-10,56994.0,185355.0,7.869,1.325,44.418,0.037,744.165,39546.0,5.489,39085441673308.0,483140666.0,0.0444,21.725,4367876.0,73661.0,5269.0,51029935.0,19.413,
2013-03-11,53527.0,170464.0,8.78,1.206,45.12,0.0381,763.601,35631.0,4.94,38770489843291.0,490982840.0,0.0451,25.951,4367876.0,59125.0,4830.0,41364342.0,19.442,
2013-03-12,59741.0,179911.0,10.667,1.942,44.108,0.0608,1354.0,39230.0,7.136,29031920342347.0,480151390.0,0.0221,33.695,4367876.0,48349.0,5229.0,61924251.0,19.46,
2013-03-13,63043.0,167512.0,9.172,1.328,42.786,0.0399,1134.0,44388.0,5.489,33794096268657.0,465904749.0,0.0214,30.785,4367876.0,56533.0,5036.0,59903815.0,19.481,
2013-03-14,61115.0,155957.0,8.045,1.165,43.303,0.0393,883.308,41545.0,4.391,39658536998359.0,471704423.0,0.0217,28.537,4665388.0,57890.0,4944.0,43481222.0,19.491,
2013-03-15,63497.0,172576.0,8.372,1.494,43.596,0.0453,3710.0,45573.0,3.842,42450730132662.0,475091197.0,0.024,26.181,4847647.0,62604.0,4483.0,227868030.0,19.408,
2013-03-16,50918.0,100949.0,8.229,0.717,44.159,0.0408,2975.0,33429.0,3.842,40967010890620.0,481410971.0,0.0221,43.417,4847647.0,34012.0,4750.0,98379554.0,19.405,
2013-03-17,51944.0,80898.0,6.89,0.607,43.931,0.0396,1114.0,34225.0,4.391,46757473257676.0,479117537.0,0.022,39.671,4847647.0,35139.0,4939.0,35367518.0,19.393,
2013-03-18,58866.0,107548.0,7.579,0.794,46.26,0.0404,4006.0,40769.0,5.489,47767894416009.0,504759927.0,0.0231,55.488,4847647.0,43295.0,4637.0,170428621.0,19.355,
2013-03-19,68743.0,132453.0,8.471,1.205,51.382,0.0578,2162.0,46397.0,6.587,45461779499129.0,560892625.0,0.0257,61.137,4847647.0,45938.0,4862.0,93622497.0,19.342,
2013-03-20,62848.0,104037.0,6.825,0.701,57.752,0.0465,2350.0,42658.0,7.685,44700224572551.0,630679958.0,0.0289,57.694,4847647.0,46065.0,6863.0,102334024.0,19.412,
2013-03-21,69727.0,127024.0,6.606,0.924,63.989,0.0585,2345.0,45019.0,9.332,52664988286301.0,699128576.0,0.032,49.529,4847647.0,55346.0,6683.0,117756088.0,19.382,
2013-03-22,74972.0,130647.0,6.288,1.174,65.74,0.0738,1643.0,50706.0,10.429,54708778202413.0,718612403.0,0.0329,52.98,4847647.0,60355.0,6961.0,85100400.0,19.361,
2013-03-23,66987.0,125187.0,6.636,0.964,63.616,0.0635,1723.0,42959.0,11.527,52380527520168.0,695764176.0,0.0318,41.647,4847647.0,52697.0,6653.0,76818014.0,19.344,
2013-03-24,69027.0,129939.0,7.619,0.856,64.77,0.0514,1250.0,49371.0,8.783,60263612691159.0,708731307.0,0.0324,39.966,5581052.0,51146.0,5122.0,56080244.0,19.382,
2013-03-25,66175.0,168571.0,10.0,1.221,69.145,0.0628,2175.0,45267.0,8.783,52104594454467.0,756936321.0,0.0346,48.08,6695826.0,48849.0,4836.0,95421661.0,19.445,
2013-03-26,73013.0,161379.0,9.536,1.19,71.704,0.0665,2697.0,48642.0,9.332,50235262378413.0,785202576.0,0.0359,68.034,6695826.0,48910.0,5453.0,111737889.0,19.592,
2013-03-27,72757.0,190689.0,10.992,1.804,79.237,0.0896,4073.0,50705.0,10.978,45698598164232.0,867998695.0,0.0396,62.769,6695826.0,53076.0,5783.0,198986778.0,19.67,
2013-03-28,94463.0,175259.0,7.869,1.323,85.752,0.0863,2562.0,56271.0,14.272,53480865196802.0,939642373.0,0.0429,59.916,6695826.0,60806.0,7434.0,141711056.0,19.709,
2013-03-29,83274.0,177820.0,8.276,1.38,86.591,0.0847,2025.0,57457.0,16.468,59070718423001.0,949232066.0,0.0433,64.661,6695826.0,62085.0,6466.0,115186870.0,19.861,
2013-03-30,78048.0,187744.0,8.324,1.464,87.454,0.0949,2687.0,51724.0,14.272,58108142252251.0,959078447.0,0.0437,46.52,6695826.0,59023.0,6606.0,151427698.0,19.957,
2013-03-31,64261.0,147829.0,8.521,1.078,89.05,0.0932,3111.0,39483.0,12.625,54553475541522.0,976960895.0,0.0445,51.07,6695826.0,43817.0,6971.0,131125946.0,19.846,
2013-04-01,75756.0,139256.0,7.273,0.867,94.715,0.0777,2592.0,48809.0,15.248,65502112131790.0,1039517192.0,0.0474,64.987,6695826.0,52572.0,7220.0,127826531.0,19.962,
2013-04-02,91875.0,175443.0,7.956,1.338,107.749,0.105,4400.0,62276.0,17.192,61845596902013.0,1183101461.0,0.0539,94.955,6695826.0,63095.0,7990.0,257306533.0,20.024,
2013-04-03,107142.0,184209.0,8.229,1.596,120.003,0.133,4478.0,69174.0,26.608,60270367548897.0,1318189886.0,0.06,102.533,6695826.0,63766.0,8852.0,252194497.0,19.987,
2013-04-04,108890.0,221568.0,9.351,1.948,123.562,0.141,4249.0,71753.0,24.681,55272455140085.0,1357824968.0,0.0618,123.314,6695826.0,66738.0,8777.0,226470029.0,19.99,
2013-04-05,100034.0,190067.0,9.114,1.432,128.664,0.12,4348.0,69310.0,20.514,51815454745655.0,1414392012.0,0.0643,125.183,7005058.0,61215.0,9950.0,227376421.0,19.833,
2013-04-06,83086.0,158566.0,8.834,0.947,134.114,0.101,3458.0,52062.0,16.632,61828214750416.0,1474827634.0,0.0671,90.165,7673000.0,51555.0,8923.0,157618282.0,19.833,
2013-04-07,87097.0,205411.0,8.78,1.302,142.08,0.121,2445.0,51482.0,16.917,62710014647861.0,1563013110.0,0.071,64.295,7673000.0,63377.0,9411.0,127226834.0,19.767,
2013-04-08,113894.0,195118.0,9.29,1.183,163.561,0.123,4044.0,66793.0,25.225,63348133569501.0,1799989332.0,0.0818,130.618,7673000.0,61525.0,10124.0,209959555.0,19.689,
2013-04-09,112075.0,179129.0,8.182,1.11,195.397,0.144,6073.0,74640.0,30.776,65111643775833.0,2151102847.0,0.0977,193.144,7673000.0,66803.0,13352.0,324241653.0,19.714,
2013-04-10,133453.0,168442.0,7.539,1.34,178.5,0.181,8125.0,83776.0,47.699,70206503841325.0,1965870661.0,0.0892,339.149,7673000.0,63690.0,12305.0,432598611.0,19.762,
2013-04-11,124611.0,216494.0,9.0,1.563,115.0,0.107,4028.0,76320.0,55.458,65886778608137.0,1267079990.0,0.0575,115.115,7673000.0,68247.0,7092.0,192463385.0,20.19,
2013-04-12,102963.0,163776.0,8.324,1.291,92.446,0.0891,2789.0,65468.0,49.071,63688279726654.0,1018942331.0,0.0462,98.599,7673000.0,58517.0,6360.0,138461138.0,20.136,
2013-04-13,82837.0,145189.0,8.623,0.958,98.435,0.0743,2395.0,54832.0,30.776,62912871328188.0,1085384852.0,0.0492,70.799,7673000.0,53350.0,6595.0,98980843.0,20.138,
2013-04-14,71397.0,175169.0,9.412,1.38,91.849,0.0886,1393.0,44917.0,26.059,61636671163390.0,1013148373.0,0.0459,48.534,7673000.0,55318.0,5779.0,60826050.0,20.149,
2013-04-15,100248.0,161887.0,8.78,1.785,87.108,0.119,1672.0,58998.0,25.505,61994386305362.0,961179992.0,0.0436,69.254,7673000.0,54332.0,5865.0,76896248.0,20.385,
2013-04-16,100365.0,181191.0,8.136,1.165,75.043,0.0578,1984.0,67120.0,21.909,68054656188210.0,828357493.0,0.0375,54.821,7673000.0,67608.0,4937.0,124159123.0,20.518,
2013-04-17,105254.0,163802.0,8.421,1.876,77.734,0.112,2375.0,61384.0,18.85,67652617934419.0,858411619.0,0.0389,70.344,8038276.0,56535.0,5006.0,125329936.0,20.389,
2013-04-18,82114.0,144419.0,9.796,1.148,94.679,0.0866,11864.0,54496.0,18.021,72151171083871.0,1045938834.0,0.0473,91.957,8974296.0,46484.0,4878.0,548689876.0,20.427,
2013-04-19,105015.0,211591.0,10.511,1.594,106.7,0.0994,3353.0,67336.0,15.248,59918797331804.0,1179129473.0,0.0534,91.794,8974296.0,59391.0,6198.0,191347126.0,20.424,
2013-04-20,74501.0,157408.0,9.351,1.19,114.48,0.11,2602.0,49315.0,11.64,64763702820794.0,1265497456.0,0.0572,63.022,8974296.0,48148.0,6887.0,106398333.0,20.546,
2013-04-21,69875.0,123053.0,8.182,0.745,114.295,0.0854,2530.0,45972.0,12.201,76580830433678.0,1263886915.0,0.0571,73.62,8974296.0,44048.0,6616.0,103406588.0,20.52,
2013-04-22,91717.0,147050.0,9.412,1.204,113.535,0.112,3960.0,54023.0,11.926,72513318955570.0,1255982265.0,0.0568,85.425,8974296.0,47041.0,6062.0,175229971.0,20.518,
2013-04-23,93177.0,174451.0,8.571,1.441,120.78,0.12,3176.0,63399.0,13.864,72944892922583.0,1336598030.0,0.0604,72.2,8974296.0,61500.0,7056.0,182480908.0,20.52,
2013-04-24,102538.0,209559.0,8.889,1.523,134.8,0.13,4566.0,63368.0,13.03,74219362802875.0,1492314913.0,0.0674,77.787,8974296.0,64861.0,7469.0,241842361.0,20.311,
2013-04-25,90770.0,175633.0,8.372,1.393,139.74,0.136,3672.0,62666.0,11.372,71363029014717.0,1547569552.0,0.0699,91.25,8974296.0,62394.0,8539.0,218798349.0,20.382,
2013-04-26,86205.0,157591.0,8.421,0.944,132.945,0.098,2893.0,58408.0,11.092,79161241475573.0,1472883529.0,0.0665,91.286,8974296.0,55093.0,7248.0,147871019.0,20.42,
2013-04-27,78259.0,147139.0,9.796,1.054,126.316,0.111,2291.0,46192.0,9.702,72946223747758.0,1399986806.0,0.0632,85.832,8974296.0,44222.0,6431.0,95533900.0,20.167,
2013-04-28,118060.0,121938.0,8.136,0.739,124.045,0.0975,1703.0,45294.0,9.982,71142720780228.0,1375272701.0,0.062,72.582,8974296.0,41702.0,7773.0,63338129.0,20.183,
2013-04-29,86965.0,147484.0,8.276,1.044,130.56,0.116,4764.0,54430.0,9.708,79016812809824.0,1448081487.0,0.0653,91.261,8974296.0,51602.0,7263.0,110560621.0,20.057,
2013-04-30,76917.0,181411.0,9.664,1.217,134.465,0.13,2824.0,44309.0,9.148,79306324484339.0,1491972429.0,0.0672,75.671,9854414.0,47450.0,6393.0,78727820.0,20.088,
2013-05-01,83615.0,170298.0,9.536,1.074,124.662,0.0924,3054.0,54108.0,11.205,75031690568420.0,1383671584.0,0.0623,88.1,10076293.0,55176.0,6340.0,108383140.0,20.156,
2013-05-02,81968.0,196845.0,10.746,1.548,111.049,0.106,1811.0,52328.0,11.765,70601670548236.0,1232994860.0,0.0555,71.153,10076293.0,55295.0,5352.0,89278015.0,20.215,
2013-05-03,82857.0,182394.0,10.511,1.313,102.694,0.091,1610.0,49175.0,12.325,70633926813267.0,1140571980.0,0.0513,71.191,10076293.0,51275.0,5046.0,70332745.0,20.229,
2013-05-04,69993.0,157886.0,9.057,1.139,105.04,0.0957,1047.0,41555.0,10.084,74649241020316.0,1166984989.0,0.0525,46.458,10076293.0,50102.0,5658.0,41872045.0,20.203,
2013-05-05,72149.0,152564.0,8.727,0.882,113.464,0.0827,1435.0,43934.0,9.524,75408284839627.0,1261023174.0,0.0567,59.378,10076293.0,50167.0,6262.0,57458342.0,20.175,
2013-05-06,85210.0,163102.0,8.675,1.264,113.005,0.113,1810.0,50032.0,9.524,87037913347608.0,1256388032.0,0.0565,64.307,10076293.0,53174.0,5457.0,84045320.0,20.096,
2013-05-07,109120.0,170960.0,8.571,1.103,110.375,0.0912,1910.0,57940.0,8.403,84183375461294.0,1227611214.0,0.0552,70.008,10076293.0,56567.0,5568.0,95351737.0,20.097,
2013-05-08,102439.0,156512.0,8.727,1.249,109.595,0.113,1799.0,55702.0,7.843,85479259498682.0,1219390646.0,0.0548,76.058,10076293.0,50274.0,5355.0,79989908.0,20.126,
2013-05-09,81940.0,189043.0,8.78,1.585,108.42,0.107,1135.0,56865.0,8.403,82997649928813.0,1206769938.0,0.0542,59.976,10076293.0,66610.0,5442.0,61885986.0,20.137,
2013-05-10,84341.0,190560.0,8.372,1.476,110.54,0.105,1487.0,56144.0,7.843,83613260357587.0,1230814260.0,0.0553,59.973,10076293.0,67709.0,5770.0,77351721.0,20.063,
2013-05-11,80919.0,190552.0,7.912,1.341,112.503,0.0948,1054.0,54054.0,7.283,87548794241384.0,1253155261.0,0.0563,46.253,10076293.0,73220.0,5926.0,64413654.0,20.028,
2013-05-12,69607.0,182095.0,8.571,1.332,111.738,0.0969,958.657,46321.0,7.283,91482612244649.0,1245142400.0,0.112,52.908,10301131.0,65260.0,5199.0,51301271.0,20.009,
2013-05-13,82796.0,168713.0,8.276,1.331,112.241,0.108,2074.0,52214.0,8.403,95544673466887.0,1251224545.0,0.0561,66.581,11187257.0,60824.0,5179.0,74564292.0,20.001,
2013-05-14,83723.0,201835.0,9.351,1.472,108.635,0.094,1303.0,55907.0,8.403,90886609199962.0,1211498644.0,0.0543,56.878,11187257.0,66316.0,4670.0,72700627.0,20.022,
2013-05-15,84759.0,217910.0,10.213,1.691,104.575,0.0988,1228.0,56094.0,9.524,81734166656643.0,1166624096.0,0.0523,61.822,11187257.0,64030.0,4587.0,65554034.0,20.046,
2013-05-16,84162.0,201059.0,9.73,2.053,107.0,0.136,1259.0,55166.0,8.403,81124937273190.0,1194054232.0,0.0535,67.321,11187257.0,61010.0,4982.0,64475996.0,20.142,
2013-05-17,78453.0,173925.0,8.944,1.361,110.492,0.105,1620.0,50663.0,7.843,86183643050509.0,1233426044.0,0.0552,68.267,11187257.0,58570.0,5231.0,75258648.0,20.111,
2013-05-18,68371.0,167466.0,9.664,1.054,112.815,0.0857,1618.0,44609.0,7.843,81582905961037.0,1259817553.0,0.0564,80.035,11187257.0,52066.0,5206.0,66876301.0,20.113,
2013-05-19,64226.0,141489.0,9.231,1.198,112.905,0.112,1003.0,41739.0,9.524,90314218425354.0,1261243165.0,0.0565,57.043,11187257.0,47664.0,4934.0,43512417.0,20.098,
2013-05-20,71676.0,180891.0,11.163,1.333,113.2,0.101,1263.0,46665.0,8.403,78831535490995.0,1264974454.0,0.0566,75.782,11187257.0,48692.0,4693.0,55737414.0,20.11,
2013-05-21,82573.0,173930.0,9.536,1.22,115.28,0.0997,1439.0,54799.0,7.283,78234657754155.0,1288595268.0,0.0576,88.835,11187257.0,53791.0,5631.0,69388155.0,20.084,
2013-05-22,74802.0,158817.0,9.231,1.267,116.686,0.112,1669.0,49734.0,6.723,88443185314328.0,1304746379.0,0.0583,92.055,11187257.0,51834.0,5211.0,76830429.0,20.132,
2013-05-23,83266.0,162192.0,8.276,1.285,118.696,0.112,1406.0,57375.0,6.163,90431457737529.0,1327690167.0,0.0593,90.044,11187257.0,59615.0,5784.0,74254762.0,20.112,
2013-05-24,84962.0,158925.0,8.521,1.134,124.605,0.109,1707.0,55062.0,6.163,95283232048976.0,1394322522.0,0.0623,99.751,11187257.0,55232.0,5588.0,86918977.0,20.143,
2013-05-25,69624.0,148936.0,8.727,1.137,127.725,0.118,1822.0,43271.0,6.163,95027092812990.0,1429774912.0,0.0639,75.408,11450754.0,51115.0,5608.0,81711332.0,19.901,
2013-05-26,69657.0,133314.0,8.834,0.771,128.75,0.1,1216.0,40521.0,5.602,99559840402907.0,1441785669.0,0.0644,84.322,12153412.0,40559.0,5311.0,45607015.0,19.908,
2013-05-27,73994.0,148505.0,8.182,1.103,128.355,0.119,1611.0,45900.0,5.602,104776522451930.0,1437885373.0,0.0642,73.299,12153412.0,52582.0,5450.0,75633075.0,19.976,
2013-05-28,76227.0,169509.0,9.114,1.372,125.725,0.121,1559.0,50624.0,7.283,96339507342859.0,1408976224.0,0.0629,90.398,12153412.0,56912.0,5226.0,79555669.0,19.977,
2013-05-29,80558.0,159992.0,8.571,1.23,126.43,0.12,1857.0,54008.0,8.403,100634321949710.0,1417376424.0,0.0632,99.887,12153412.0,54892.0,5342.0,84914132.0,19.927,
2013-05-30,78228.0,156239.0,8.045,1.053,127.245,0.106,1385.0,51861.0,7.283,103366950087420.0,1427042015.0,0.0636,91.552,12153412.0,57247.0,5567.0,73009718.0,19.946,
2013-05-31,75479.0,147277.0,8.229,1.023,126.424,0.105,1568.0,51248.0,6.723,110197290767220.0,1418400278.0,0.0632,104.966,12153412.0,54171.0,5071.0,75431480.0,19.878,
2013-06-01,67806.0,124785.0,6.761,0.772,126.909,0.0968,1135.0,45028.0,6.163,116123605538450.0,1424396928.0,0.0647,72.57,12153412.0,54098.0,5865.0,55241753.0,19.881,
2013-06-02,65828.0,121260.0,7.236,0.976,124.135,0.122,1065.0,41308.0,6.723,127241095323390.0,1393928709.0,0.0621,78.22,12153412.0,49748.0,4901.0,47080357.0,19.884,
2013-06-03,79854.0,126405.0,6.761,1.098,120.333,0.127,1676.0,50085.0,5.602,124378099733740.0,1351834194.0,0.0602,87.362,12153412.0,55661.0,5209.0,83847047.0,19.797,
2013-06-04,78631.0,129712.0,6.761,1.012,119.685,0.113,1364.0,52194.0,6.163,125284058845920.0,1345191813.0,0.0598,97.318,12153412.0,57409.0,5139.0,70114385.0,19.784,
2013-06-05,78667.0,147738.0,7.826,1.294,120.096,0.128,1439.0,48878.0,5.602,139033002270500.0,1350445110.0,0.06,82.056,13466757.0,56376.0,4025.0,74109198.0,19.869,
2013-06-06,73267.0,143446.0,7.956,0.907,119.388,0.0905,1649.0,50622.0,5.042,142389875060430.0,1343038626.0,0.0597,78.772,15605633.0,54457.0,3829.0,83075105.0,19.817,
2013-06-07,73768.0,154774.0,8.944,0.967,115.014,0.0866,1486.0,51368.0,5.602,125201034232100.0,1294354363.0,0.0575,98.733,15605633.0,52027.0,3733.0,70578908.0,19.816,
2013-06-08,58257.0,122841.0,7.956,1.012,110.585,0.106,909.799,38891.0,5.602,131832685235600.0,1244956010.0,0.0553,77.985,15605633.0,48037.0,3834.0,39307053.0,19.852,
2013-06-09,56600.0,133968.0,9.057,0.902,105.935,0.0862,1599.0,37114.0,7.283,135642267203860.0,1193086083.0,0.053,71.689,15605633.0,44312.0,3133.0,67749541.0,19.914,
2013-06-10,60963.0,118654.0,8.276,0.789,104.06,0.08,1124.0,42173.0,6.163,135862933180720.0,1172377022.0,0.052,80.152,15605633.0,44826.0,3358.0,47961592.0,19.909,
2013-06-11,66609.0,123117.0,8.0,1.052,106.555,0.103,1274.0,45422.0,6.163,131333121773560.0,1200955863.0,0.0533,81.931,15605633.0,49483.0,3690.0,58356626.0,19.881,
2013-06-12,63763.0,106190.0,7.094,0.835,108.05,0.101,1335.0,43353.0,6.163,150324551304890.0,1218291874.0,0.054,87.854,15605633.0,45704.0,3678.0,55654391.0,19.976,
2013-06-13,66341.0,108034.0,7.742,0.875,106.945,0.102,1499.0,46238.0,5.042,154944785237290.0,1206375458.0,0.0535,106.838,15605633.0,43007.0,3238.0,60666906.0,19.971,
2013-06-14,75762.0,130612.0,8.0,0.804,102.855,0.0747,1489.0,55817.0,5.042,137175999994310.0,1160717162.0,0.0514,96.777,15605633.0,49992.0,3401.0,70373331.0,19.998,
2013-06-15,53810.0,96541.0,8.324,0.761,100.25,0.0928,1155.0,37365.0,5.042,137670921556020.0,1131770900.0,0.0501,91.151,15605633.0,35653.0,3173.0,38748897.0,20.004,
2013-06-16,48785.0,106424.0,7.784,0.675,100.355,0.0734,1205.0,34036.0,5.042,146933281215580.0,1133390332.0,0.0502,56.682,15948723.0,42781.0,3180.0,47355820.0,20.032,
2013-06-17,56902.0,143147.0,9.931,1.01,100.846,0.0811,1263.0,41101.0,5.042,158520121410000.0,1139396356.0,0.0504,65.66,19339258.0,45798.0,2330.0,55165386.0,20.043,
2013-06-18,63562.0,149470.0,10.286,1.071,103.663,0.0853,1441.0,44895.0,6.163,144116537041820.0,1171599825.0,0.0518,82.565,19339258.0,45877.0,2545.0,62073715.0,20.043,
2013-06-19,69145.0,160240.0,10.588,1.091,105.104,0.0838,1294.0,48670.0,4.482,121673246897650.0,1188259609.0,0.0526,75.327,19339258.0,46895.0,2969.0,56517915.0,20.077,
2013-06-20,67644.0,158334.0,9.351,1.788,105.826,0.141,1506.0,47024.0,4.482,143202406382950.0,1196782032.0,0.0529,64.724,19339258.0,52361.0,2897.0,71831011.0,20.07,
2013-06-21,69098.0,132074.0,8.571,1.017,106.072,0.0973,1617.0,49127.0,5.042,151756582481020.0,1199972413.0,0.053,97.501,19339258.0,46859.0,2966.0,68084683.0,20.083,
2013-06-22,58577.0,117606.0,8.182,1.252,103.671,0.13,1011.0,40010.0,4.482,169050928692590.0,1173245774.0,0.0518,73.044,19339258.0,44418.0,2732.0,40788284.0,20.048,
2013-06-23,52055.0,106761.0,8.727,0.795,101.679,0.0872,889.345,34369.0,5.602,168343633783320.0,1151149677.0,0.0508,65.537,19339258.0,38342.0,2511.0,30952948.0,20.08,
2013-06-24,64862.0,135393.0,9.6,1.038,98.478,0.0875,1349.0,44699.0,5.602,146867430420070.0,1115310402.0,0.0492,80.036,19339258.0,44095.0,2541.0,55900908.0,20.082,
2013-06-25,61381.0,127941.0,9.172,0.857,97.247,0.0739,1554.0,43677.0,6.163,148905794989120.0,1101739007.0,0.0486,77.311,19339258.0,44472.0,2585.0,65842281.0,20.03,
2013-06-26,64996.0,120686.0,8.276,0.921,98.0,0.0869,1348.0,45178.0,5.042,168082785375540.0,1110648942.0,0.049,83.884,19339258.0,45453.0,2560.0,56389788.0,20.052,
2013-06-27,61024.0,127398.0,8.623,0.734,96.6,0.0646,1178.0,43460.0,5.602,153518774025820.0,1095202655.0,0.0483,81.026,19339258.0,45961.0,2646.0,49345723.0,20.083,
