Dates,#Active_Adresses,Block Size,Block Time,FeeInReward,Price,Transaction Fee,Transaction Value,#From_Adresses,Google GTrends,Hashrate,Capitalization,Median Transaction Fee,Median Transaction Value,Difficulty,#Transactions,Profiltability,Sent,Top100,Tweets
2009-01-03,,204.0,,,,,,,,,,,,1.0,,,,,
2009-01-04,,,,,,,,,,,,,,,,,,,
2009-01-05,,,,,,,,,,,,,,,,,,,
2009-01-06,,,,,,,,,,,,,,,,,,,
2009-01-07,,,,,,,,,,,,,,,,,,,
2009-01-08,,,,,,,,,,,,,,,,,,,
2009-01-09,14.0,134.0,102.857,,,,,1.0,,12576322.0,,,,1.0,,,,100.0,
2009-01-10,61.0,134.23,23.607,,,,,,,9378233.0,,,,1.0,,,,100.0,
2009-01-11,93.0,134.409,15.484,,,,,1.0,,4857511.0,,,,1.0,,,,59.524,
2009-01-12,102.0,153.372,15.319,,,,,7.0,,4567766.0,,,,1.0,7.0,,,38.168,
2009-01-13,123.0,134.667,11.707,,,,,10.0,,5654593.0,,,,1.0,,,,25.974,
2009-01-14,133.0,138.194,11.163,,,,,20.0,,6206668.0,,,,1.0,1.0,,,19.498,
2009-01-15,140.0,157.579,11.429,,,,,18.0,,6365454.0,,,,1.0,8.0,,,16.284,
2009-01-16,114.0,139.87,13.333,,,,,16.0,,6070043.0,,,,1.0,2.0,,,14.201,
2009-01-17,109.0,134.853,13.211,,,,,18.0,,5240736.0,,,,1.0,,,,12.394,
2009-01-18,111.0,138.944,13.458,,,,,16.0,,5190081.0,,,,1.0,1.0,,,11.226,
2009-01-19,133.0,151.896,12.522,,,,,22.0,,5762472.0,,,,1.0,2.0,,,11.373,
2009-01-20,123.0,143.728,12.632,,,,,21.0,,5793593.0,,,,1.0,1.0,,,10.873,
2009-01-21,105.0,137.99,14.118,,,,,22.0,,5559411.0,,,,1.0,1.0,,,10.094,
2009-01-22,102.0,147.747,15.824,,,,,12.0,,4120719.0,,,,1.0,1.0,,,10.153,
2009-01-23,95.0,148.238,17.143,,,,,18.0,,3518417.0,,,,1.0,2.0,,,10.117,
2009-01-24,212.0,141.06,7.164,,,,,22.0,,8393223.0,,,,1.0,1.0,,,9.439,
2009-01-25,193.0,136.0,7.539,,,,,14.0,,9962644.0,,,,1.0,1.0,,,8.47,
2009-01-26,117.0,158.948,15.0,,,,,17.0,,7689965.0,,,,1.0,1.0,,,9.077,
2009-01-27,101.0,139.309,14.845,,,,,8.0,,4617016.0,,,,1.0,1.0,,,8.745,
2009-01-28,112.0,134.652,12.857,,,,,23.0,,4962996.0,,,,1.0,,,,8.293,
2009-01-29,134.0,146.256,11.901,,,,,24.0,,5795924.0,,,,1.0,1.0,,,8.379,
2009-01-30,117.0,134.872,12.308,,,,,23.0,,6240808.0,,,,1.0,,,,7.972,
2009-01-31,159.0,151.464,10.435,,,,,36.0,,6051994.0,,,,1.0,1.0,,,8.286,
2009-02-01,116.0,137.204,12.743,,,,,31.0,,6190608.0,,,,1.0,1.0,,,7.971,
2009-02-02,130.0,136.094,11.25,,,,,37.0,,6153545.0,,,,1.0,1.0,,,7.605,
2009-02-03,154.0,167.496,10.36,,,,,50.0,,6704449.0,,,,1.0,16.0,,,7.258,
2009-02-04,119.0,134.739,12.101,,,,,26.0,,6346531.0,,,,1.0,,,,6.974,
2009-02-05,126.0,134.722,11.429,,,,,34.0,,6048969.0,,,,1.0,,,,6.696,
2009-02-06,122.0,134.836,11.803,,,,,19.0,,6295545.0,,,,1.0,,,,6.448,
2009-02-07,156.0,159.31,11.163,,,,,32.0,,6330966.0,,,,1.0,4.0,,,6.789,
2009-02-08,134.0,136.576,10.909,,,,,46.0,,6434968.0,,,,1.0,1.0,,,6.536,
2009-02-09,179.0,172.604,10.746,,,,,34.0,,6421922.0,,,,1.0,1.0,,,7.493,
2009-02-10,120.0,134.667,12.0,,,,,18.0,,6511267.0,,,,1.0,,,,7.256,
2009-02-11,147.0,148.128,10.827,,,,,27.0,,6460281.0,,,,1.0,2.0,,,7.24,
2009-02-12,119.0,134.874,12.101,,,,,22.0,,6046361.0,,,,1.0,,,,7.027,
2009-02-13,124.0,134.903,11.613,,,,,27.0,,6055061.0,,,,1.0,,,,6.819,
2009-02-14,136.0,134.787,10.588,,,,,29.0,,6655610.0,,,,1.0,,,,6.604,
2009-02-15,142.0,148.383,11.25,,,,,32.0,,6358856.0,,,,1.0,3.0,,,6.639,
2009-02-16,153.0,163.172,11.803,,,,,26.0,,6230951.0,,,,1.0,1.0,,,7.118,
2009-02-17,117.0,134.897,12.308,,,,,27.0,,5876537.0,,,,1.0,,,,6.941,
2009-02-18,118.0,134.941,12.203,,,,,23.0,,5957088.0,,,,1.0,,,,6.77,
2009-02-19,141.0,150.048,11.613,,,,,37.0,,5943972.0,,,,1.0,1.0,,,6.925,
2009-02-20,122.0,134.852,11.803,,,,,29.0,,6302263.0,,,,1.0,,,,6.757,
2009-02-21,114.0,134.965,12.632,,,,,22.0,,5624662.0,,,,1.0,,,,6.608,
2009-02-22,133.0,147.545,11.901,,,,,28.0,,6022206.0,,,,1.0,4.0,,,6.589,
2009-02-23,108.0,134.991,13.333,,,,,22.0,,5531524.0,,,,1.0,,,,6.457,
2009-02-24,106.0,134.934,13.585,,,,,16.0,,5457302.0,,,,1.0,,,,6.333,
2009-02-25,105.0,134.867,13.714,,,,,16.0,,5346698.0,,,,1.0,,,,6.214,
2009-02-26,107.0,134.963,13.458,,,,,14.0,,5036662.0,,,,1.0,,,,6.097,
2009-02-27,152.0,170.8,12.522,,,,,26.0,,5729494.0,,,,1.0,1.0,,,6.595,
2009-02-28,107.0,143.525,14.545,,,,,8.0,,5316849.0,,,,1.0,1.0,,,6.603,
2009-03-01,105.0,134.952,13.714,,,,,16.0,,5054096.0,,,,1.0,,,,6.488,
2009-03-02,108.0,134.963,13.333,,,,,15.0,,5331702.0,,,,1.0,,,,6.374,
2009-03-03,114.0,144.429,13.714,,,,,17.0,,5226712.0,,,,1.0,2.0,,,6.395,
2009-03-04,130.0,163.712,13.846,,,,,22.0,,5294369.0,,,,1.0,2.0,,,6.668,
2009-03-05,121.0,143.411,12.857,,,,,23.0,,5166785.0,,,,1.0,1.0,,,6.677,
2009-03-06,117.0,134.923,12.308,,,,,31.0,,5859262.0,,,,1.0,,,,6.558,
2009-03-07,109.0,134.972,13.211,,,,,25.0,,5644853.0,,,,1.0,,,,6.451,
2009-03-08,142.0,162.591,12.522,,,,,19.0,,5561590.0,,,,1.0,3.0,,,6.695,
2009-03-09,108.0,134.713,13.333,,,,,21.0,,5735349.0,,,,1.0,,,,6.59,
2009-03-10,107.0,134.972,13.458,,,,,21.0,,5209928.0,,,,1.0,,,,6.489,
2009-03-11,114.0,134.886,12.632,,,,,25.0,,5454076.0,,,,1.0,,,,6.386,
2009-03-12,122.0,138.534,12.203,,,,,30.0,,5725069.0,,,,1.0,1.0,,,6.309,
2009-03-13,127.0,148.389,12.743,,,,,14.0,,5657424.0,,,,1.0,1.0,,,6.389,
2009-03-14,110.0,134.791,13.091,,,,,24.0,,5678662.0,,,,1.0,,,,6.295,
2009-03-15,123.0,134.967,11.707,,,,,28.0,,5783981.0,,,,1.0,,,,6.193,
2009-03-16,170.0,180.512,11.901,,,,,28.0,,6164511.0,,,,1.0,1.0,,,6.718,
2009-03-17,114.0,134.965,12.632,,,,,24.0,,5863375.0,,,,1.0,,,,6.62,
2009-03-18,129.0,149.711,12.632,,,,,16.0,,5612209.0,,,,1.0,2.0,,,6.702,
2009-03-19,122.0,134.787,11.803,,,,,26.0,,5959575.0,,,,1.0,,,,6.6,
2009-03-20,131.0,146.856,12.203,,,,,27.0,,6034212.0,,,,1.0,1.0,,,6.652,
2009-03-21,50.0,134.88,28.8,,,,,26.0,,5293010.0,,,,1.0,,,,6.611,
2009-03-22,131.0,146.126,12.101,,,,,33.0,,3769984.0,,,,1.0,2.0,,,6.649,
2009-03-23,130.0,134.923,11.077,,,,,30.0,,6360511.0,,,,1.0,,,,6.547,
2009-03-24,105.0,134.981,13.714,,,,,17.0,,5685246.0,,,,1.0,,,,6.467,
2009-03-25,117.0,134.786,12.308,,,,,29.0,,5682962.0,,,,1.0,,,,6.38,
2009-03-26,146.0,162.607,12.308,,,,,25.0,,5763023.0,,,,1.0,1.0,,,6.613,
2009-03-27,106.0,134.953,13.585,,,,,22.0,,5567742.0,,,,1.0,,,,6.534,
2009-03-28,140.0,155.235,12.101,,,,,28.0,,5605066.0,,,,1.0,3.0,,,6.669,
2009-03-29,116.0,134.966,12.414,,,,,25.0,,5563060.0,,,,1.0,,,,6.585,
2009-03-30,120.0,134.85,12.0,,,,,33.0,,6174270.0,,,,1.0,,,,6.5,
2009-03-31,143.0,168.518,13.091,,,,,18.0,,5736621.0,,,,1.0,1.0,,,6.764,
2009-04-01,114.0,134.86,12.632,,,,,23.0,,5430648.0,,,,1.0,,,,6.683,
2009-04-02,115.0,134.887,12.522,,,,,26.0,,5955989.0,,,,1.0,,,,6.603,
2009-04-03,116.0,134.948,12.414,,,,,31.0,,5594588.0,,,,1.0,,,,6.525,
2009-04-04,113.0,134.743,12.743,,,,,27.0,,5601954.0,,,,1.0,,,,6.45,
2009-04-05,148.0,150.554,11.077,,,,,37.0,,6248209.0,,,,1.0,2.0,,,6.536,
2009-04-06,109.0,134.982,13.211,,,,,22.0,,6073474.0,,,,1.0,,,,6.465,
2009-04-07,100.0,134.99,14.4,,,,,9.0,,5094113.0,,,,1.0,,,,6.402,
2009-04-08,105.0,135.0,13.714,,,,,18.0,,5105377.0,,,,1.0,,,,6.337,
2009-04-09,99.0,134.737,14.545,,,,,18.0,,4926977.0,,,,1.0,,,,6.276,
2009-04-10,108.0,134.944,13.333,,,,,22.0,,5064620.0,,,,1.0,,,,6.212,
2009-04-11,128.0,142.333,12.0,,,,,32.0,,5914151.0,,,,1.0,1.0,,,6.198,
2009-04-12,127.0,143.712,12.203,,,,,24.0,,5859512.0,,,,1.0,2.0,,,6.195,
2009-04-13,117.0,136.965,12.522,,,,,27.0,,5825783.0,,,,1.0,1.0,,,6.129,
2009-04-14,124.0,134.952,11.613,,,,,35.0,,6041215.0,,,,1.0,,,,6.06,
2009-04-15,113.0,134.743,12.743,,,,,22.0,,5699780.0,,,,1.0,,,,5.998,
2009-04-16,123.0,134.894,11.707,,,,,28.0,,6045975.0,,,,1.0,,,,5.933,
2009-04-17,112.0,134.857,12.857,,,,,16.0,,5826039.0,,,,1.0,,,,5.874,
2009-04-18,131.0,141.04,11.429,,,,,29.0,,5872722.0,,,,1.0,4.0,,,5.815,
2009-04-19,128.0,143.0,12.101,,,,,22.0,,6050241.0,,,,1.0,1.0,,,5.824,
2009-04-20,236.0,246.034,12.101,,,,,26.0,,5962870.0,,,,1.0,2.0,,,6.74,
2009-04-21,125.0,136.74,11.707,,,,,26.0,,5974516.0,,,,1.0,1.0,,,6.67,
2009-04-22,121.0,134.967,11.901,,,,,21.0,,6015670.0,,,,1.0,,,,6.603,
2009-04-23,75.0,134.68,19.2,,,,,15.0,,4910702.0,,,,1.0,,,,6.561,
2009-04-24,115.0,134.904,12.522,,,,,24.0,,4815481.0,,,,1.0,,,,6.499,
2009-04-25,118.0,134.864,12.203,,,,,29.0,,5862788.0,,,,1.0,,,,6.436,
2009-04-26,128.0,151.054,12.857,,,,,23.0,,5785290.0,,,,1.0,2.0,,,6.5,
2009-04-27,104.0,134.894,13.846,,,,,16.0,,5197535.0,,,,1.0,,,,6.445,
2009-04-28,117.0,134.632,12.308,,,,,28.0,,5639535.0,,,,1.0,,,,6.385,
2009-04-29,149.0,153.094,11.25,,,,,24.0,,5983533.0,,,,1.0,1.0,,,6.478,
2009-04-30,131.0,134.954,10.992,,,,,22.0,,6626342.0,,,,1.0,,,,6.412,
2009-05-01,121.0,134.876,11.901,,,,,32.0,,6087167.0,,,,1.0,,,,6.352,
2009-05-02,142.0,150.373,11.429,,,,,42.0,,6370022.0,,,,1.0,2.0,,,6.39,
2009-05-03,110.0,142.726,13.585,,,,,35.0,,5432058.0,,,,1.0,3.0,,,6.339,
2009-05-04,159.0,161.93,11.25,,,,,33.0,,6028806.0,,,,1.0,1.0,,,6.503,
2009-05-05,146.0,143.667,10.667,,,,,36.0,,6654245.0,,,,1.0,1.0,,,6.512,
2009-05-06,135.0,134.978,10.667,,,,,37.0,,6617035.0,,,,1.0,,,,6.448,
2009-05-07,122.0,135.0,11.803,,,,,32.0,,6311697.0,,,,1.0,,,,6.39,
2009-05-08,107.0,134.944,13.458,,,,,21.0,,6101575.0,,,,1.0,,,,6.341,
2009-05-09,78.0,134.487,18.462,,,,,25.0,,5123304.0,,,,1.0,,,,6.305,
2009-05-10,85.0,134.753,16.941,,,,,25.0,,3007562.0,,,,1.0,,,,6.267,
2009-05-11,123.0,137.858,12.0,,,,,20.0,,5686382.0,,,,1.0,1.0,,,6.213,
2009-05-12,130.0,134.923,11.077,,,,,19.0,,6285390.0,,,,1.0,,,,6.157,
2009-05-13,117.0,144.775,12.973,,,,,27.0,,6180537.0,,,,1.0,5.0,,,6.109,
2009-05-14,145.0,140.086,10.36,,,,,48.0,,6001457.0,,,,1.0,3.0,,,6.064,
2009-05-15,146.0,143.603,10.588,,,,,35.0,,7216902.0,,,,1.0,1.0,,,6.076,
2009-05-16,119.0,134.95,12.101,,,,,25.0,,6322797.0,,,,1.0,,,,6.027,
2009-05-17,127.0,134.961,11.339,,,,,28.0,,5868562.0,,,,1.0,,,,5.976,
2009-05-18,118.0,134.924,12.203,,,,,21.0,,6179089.0,,,,1.0,,,,5.929,
2009-05-19,86.0,134.884,16.744,,,,,15.0,,5807669.0,,,,1.0,,,,5.895,
2009-05-20,120.0,134.733,12.0,,,,,29.0,,4829928.0,,,,1.0,,,,5.848,
2009-05-21,82.0,134.963,17.561,,,,,15.0,,5335009.0,,,,1.0,,,,5.817,
2009-05-22,61.0,134.967,23.607,,,,,10.0,,4176721.0,,,,1.0,,,,5.794,
2009-05-23,32.0,134.938,45.0,,,,,4.0,,3998008.0,,,,1.0,,,,5.782,
2009-05-24,100.0,134.9,14.4,,,,,24.0,,4893764.0,,,,1.0,,,,5.744,
2009-05-25,109.0,134.954,13.211,,,,,19.0,,4962520.0,,,,1.0,,,,5.704,
2009-05-26,125.0,134.904,11.52,,,,,38.0,,5803695.0,,,,1.0,,,,5.658,
2009-05-27,119.0,134.731,12.101,,,,,37.0,,6272577.0,,,,1.0,,,,5.616,
2009-05-28,95.0,134.884,15.158,,,,,16.0,,5227786.0,,,,1.0,,,,5.582,
2009-05-29,167.0,199.84,13.585,,,,,21.0,,5089465.0,,,,1.0,1.0,,,5.92,
2009-05-30,109.0,134.716,13.211,,,,,20.0,,5180067.0,,,,1.0,,,,5.88,
2009-05-31,96.0,135.0,15.0,,,,,24.0,,5770689.0,,,,1.0,,,,5.845,
2009-06-01,73.0,138.831,20.282,,,,,15.0,,4474182.0,,,,1.0,1.0,,,5.82,
2009-06-02,111.0,134.91,12.973,,,,,15.0,,4157996.0,,,,1.0,,,,5.78,
2009-06-03,71.0,135.0,20.282,,,,,9.0,,5303689.0,,,,1.0,,,,5.755,
2009-06-04,66.0,134.939,21.818,,,,,5.0,,2868665.0,,,,1.0,,,,5.732,
2009-06-05,30.0,134.9,48.0,,,,,5.0,,3756786.0,,,,1.0,,,,5.722,
2009-06-06,28.0,134.286,51.429,,,,,1.0,,2174057.0,,,,1.0,,,,5.712,
2009-06-07,16.0,134.938,90.0,,,,,3.0,,1148146.0,,,,1.0,,,,5.707,
2009-06-08,82.0,134.768,17.561,,,,,25.0,,3988561.0,,,,1.0,,,,5.679,
2009-06-09,91.0,134.802,15.824,,,,,25.0,,4399757.0,,,,1.0,,,,5.648,
2009-06-10,82.0,134.927,17.561,,,,,23.0,,4194460.0,,,,1.0,,,,5.621,
2009-06-11,89.0,134.966,16.18,,,,,22.0,,4529425.0,,,,1.0,,,,5.591,
2009-06-12,86.0,134.86,16.744,,,,,23.0,,4506162.0,,,,1.0,,,,5.563,
2009-06-13,78.0,134.449,18.462,,,,,23.0,,3794747.0,,,,1.0,,,,5.538,
2009-06-14,72.0,134.694,20.0,,,,,34.0,,3784170.0,,,,1.0,,,,5.514,
2009-06-15,84.0,134.952,17.143,,,,,26.0,,3798045.0,,,,1.0,,,,5.488,
2009-06-16,71.0,134.732,20.282,,,,,12.0,,4028873.0,,,,1.0,,,,5.465,
2009-06-17,79.0,134.646,18.228,,,,,19.0,,3571380.0,,,,1.0,,,,5.44,
2009-06-18,80.0,134.813,18.0,,,,,22.0,,4148214.0,,,,1.0,,,,5.415,
2009-06-19,87.0,134.678,16.552,,,,,33.0,,4169764.0,,,,1.0,,,,5.389,
2009-06-20,78.0,134.769,18.462,,,,,23.0,,4136737.0,,,,1.0,,,,5.365,
2009-06-21,81.0,134.765,17.778,,,,,25.0,,3844934.0,,,,1.0,,,,5.34,
2009-06-22,137.0,225.382,18.947,,,,,21.0,,3998957.0,,,,1.0,1.0,,,5.654,
2009-06-23,76.0,134.566,18.947,,,,,19.0,,3927254.0,,,,1.0,,,,5.63,
2009-06-24,100.0,140.579,15.158,,,,,36.0,,3886099.0,,,,1.0,2.0,,,5.609,
2009-06-25,89.0,168.75,21.176,,,,,27.0,,4296673.0,,,,1.0,1.0,,,5.698,
2009-06-26,90.0,134.6,16.0,,,,,20.0,,3970072.0,,,,1.0,,,,5.67,
2009-06-27,84.0,134.833,17.143,,,,,22.0,,4238026.0,,,,1.0,,,,5.644,
2009-06-28,48.0,139.739,31.304,,,,,21.0,,3318925.0,,,,1.0,1.0,,,5.63,
2009-06-29,85.0,137.723,17.349,,,,,25.0,,3177062.0,,,,1.0,1.0,,,5.604,
2009-06-30,89.0,140.047,16.941,,,,,26.0,,4187787.0,,,,1.0,1.0,,,5.587,
2009-07-01,77.0,138.432,19.459,,,,,28.0,,4350650.0,,,,1.0,1.0,,,5.575,
2009-07-02,85.0,137.614,17.349,,,,,29.0,,3695130.0,,,,1.0,1.0,,,5.55,
2009-07-03,82.0,134.976,17.561,,,,,29.0,,4075098.0,,,,1.0,,,,5.526,
2009-07-04,89.0,134.876,16.18,,,,,32.0,,4336577.0,,,,1.0,,,,5.5,
2009-07-05,79.0,134.987,18.228,,,,,27.0,,4141006.0,,,,1.0,,,,5.477,
2009-07-06,84.0,134.976,17.143,,,,,28.0,,4168048.0,,,,1.0,,,,5.452,
2009-07-07,69.0,134.942,20.87,,,,,19.0,,3617010.0,,,,1.0,,,,5.433,
2009-07-08,74.0,134.986,19.459,,,,,19.0,,3766780.0,,,,1.0,,,,5.412,
2009-07-09,86.0,134.721,16.744,,,,,33.0,,3830518.0,,,,1.0,,,,5.387,
2009-07-10,81.0,134.864,17.778,,,,,29.0,,4250737.0,,,,1.0,,,,5.365,
2009-07-11,83.0,134.988,17.349,,,,,29.0,,4097964.0,,,,1.0,,,,5.342,
2009-07-12,77.0,134.792,18.701,,,,,25.0,,3799849.0,,,,1.0,,,,5.32,
2009-07-13,78.0,134.91,18.462,,,,,24.0,,3947225.0,,,,1.0,,,,5.299,
2009-07-14,69.0,134.957,20.87,,,,,13.0,,3633524.0,,,,1.0,,,,5.28,
2009-07-15,45.0,134.978,32.0,,,,,9.0,,2544577.0,,,,1.0,,,,5.268,
2009-07-16,71.0,134.859,20.282,,,,,15.0,,3272008.0,,,,1.0,,,,5.249,
2009-07-17,47.0,134.809,30.638,,,,,12.0,,3478033.0,,,,1.0,,,,5.237,
2009-07-18,4.0,134.0,360.0,,,,,4.0,,1055267.0,,,,1.0,,,,5.236,
2009-07-19,70.0,134.8,20.571,,,,,23.0,,2192714.0,,,,1.0,,,,5.217,
2009-07-20,192.0,333.7,20.571,,,,,21.0,,3786172.0,,,,1.0,1.0,,,5.803,
2009-07-21,82.0,134.854,17.561,,,,,18.0,,3801665.0,,,,1.0,,,,5.779,
2009-07-22,60.0,134.4,24.0,,,,,22.0,,3615925.0,,,,1.0,,,,5.762,
2009-07-23,76.0,134.684,18.947,,,,,21.0,,3215262.0,,,,1.0,,,,5.74,
2009-07-24,73.0,134.932,19.726,,,,,21.0,,3887818.0,,,,1.0,,,,5.719,
2009-07-25,32.0,134.844,45.0,,,,,10.0,,3567963.0,,,,1.0,,,,5.71,
2009-07-26,21.0,134.524,68.571,,,,,21.0,,929081.0,,,,1.0,,,,5.704,
2009-07-27,74.0,134.905,19.459,,,,,18.0,,2682140.0,,,,1.0,,,,5.683,
2009-07-28,41.0,134.707,35.122,,,,,21.0,,3057924.0,,,,1.0,,,,5.672,
2009-07-29,22.0,148.947,75.789,,,,,17.0,,1470810.0,,,,1.0,1.0,,,5.671,
2009-07-30,17.0,150.2,96.0,,,,,16.0,,809305.0,,,,1.0,1.0,,,5.667,
2009-07-31,17.0,134.706,84.706,,,,,17.0,,763174.0,,,,1.0,,,,5.663,
2009-08-01,28.0,134.821,51.429,,,,,28.0,,1146511.0,,,,1.0,,,,5.655,
2009-08-02,23.0,134.609,62.609,,,,,23.0,,1423977.0,,,,1.0,,,,5.648,
2009-08-03,12.0,134.833,120.0,,,,,12.0,,951137.0,,,,1.0,,,,5.645,
2009-08-04,81.0,134.63,17.778,,,,,26.0,,2438424.0,,,,1.0,,,,5.623,
2009-08-05,87.0,134.724,16.552,,,,,27.0,,4513934.0,,,,1.0,,,,5.599,
2009-08-06,90.0,134.922,16.0,,,,,33.0,,4568279.0,,,,1.0,,,,5.575,
2009-08-07,192.0,294.525,18.0,,,,,34.0,,3940965.0,,,,1.0,1.0,,,6.083,
2009-08-08,80.0,134.875,18.0,,,,,30.0,,4116411.0,,,,1.0,,,,6.059,
2009-08-09,101.0,135.0,14.257,,,,,42.0,,4501425.0,,,,1.0,,,,6.03,
2009-08-10,75.0,134.987,19.2,,,,,19.0,,4467046.0,,,,1.0,,,,6.009,
2009-08-11,70.0,134.914,20.571,,,,,18.0,,3477047.0,,,,1.0,,,,5.989,
2009-08-12,63.0,134.524,22.857,,,,,12.0,,3494408.0,,,,1.0,,,,5.971,
2009-08-13,85.0,134.765,16.941,,,,,28.0,,3696232.0,,,,1.0,,,,5.947,
2009-08-14,63.0,134.825,22.857,,,,,16.0,,3549748.0,,,,1.0,,,,5.93,
2009-08-15,26.0,134.385,55.385,,,,,26.0,,2217933.0,,,,1.0,,,,5.922,
2009-08-16,19.0,134.526,75.789,,,,,19.0,,1134383.0,,,,1.0,,,,5.917,
2009-08-17,17.0,134.824,84.706,,,,,17.0,,992942.0,,,,1.0,,,,5.912,
2009-08-18,10.0,135.0,144.0,,,,,10.0,,705368.0,,,,1.0,,,,5.91,
2009-08-19,18.0,134.389,80.0,,,,,16.0,,675046.0,,,,1.0,,,,5.905,
2009-08-20,22.0,134.182,65.455,,,,,15.0,,1208754.0,,,,1.0,,,,5.899,
2009-08-21,14.0,134.0,102.857,,,,,9.0,,971405.0,,,,1.0,,,,5.895,
2009-08-22,7.0,134.0,205.714,,,,,7.0,,462433.0,,,,1.0,,,,5.893,
2009-08-23,15.0,134.533,96.0,,,,,14.0,,567412.0,,,,1.0,,,,5.889,
2009-08-24,15.0,134.0,96.0,,,,,6.0,,545988.0,,,,1.0,,,,5.885,
2009-08-25,50.0,134.66,28.8,,,,,9.0,,2103352.0,,,,1.0,,,,5.871,
2009-08-26,96.0,254.833,30.0,,,,,9.0,,2125731.0,,,,1.0,3.0,,,6.071,
2009-08-27,29.0,134.345,49.655,,,,,19.0,,1902934.0,,,,1.0,,,,6.063,
2009-08-28,75.0,134.733,19.2,,,,,24.0,,2726337.0,,,,1.0,,,,6.042,
2009-08-29,78.0,134.808,18.462,,,,,24.0,,3885231.0,,,,1.0,,,,6.02,
2009-08-30,99.0,136.381,14.845,,,,,43.0,,4239305.0,,,,1.0,1.0,,,5.993,
2009-08-31,93.0,143.349,16.744,,,,,37.0,,4839429.0,,,,1.0,1.0,,,5.997,
2009-09-01,78.0,134.795,18.462,,,,,30.0,,4173932.0,,,,1.0,,,,5.976,
2009-09-02,66.0,134.848,21.818,,,,,18.0,,3435210.0,,,,1.0,,,,5.958,
2009-09-03,76.0,161.902,23.607,,,,,12.0,,3160879.0,,,,1.0,1.0,,,6.005,
2009-09-04,64.0,134.672,22.5,,,,,24.0,,3015799.0,,,,1.0,,,,5.988,
2009-09-05,76.0,134.842,18.947,,,,,22.0,,3540956.0,,,,1.0,,,,5.967,
2009-09-06,68.0,134.853,21.176,,,,,11.0,,3604924.0,,,,1.0,,,,5.949,
2009-09-07,92.0,154.436,18.462,,,,,21.0,,3721790.0,,,,1.0,1.0,,,5.986,
2009-09-08,69.0,134.768,20.87,,,,,18.0,,3573034.0,,,,1.0,,,,5.968,
2009-09-09,54.0,134.796,26.667,,,,,7.0,,3102374.0,,,,1.0,,,,5.954,
2009-09-10,67.0,134.806,21.493,,,,,13.0,,2978768.0,,,,1.0,,,,5.936,
2009-09-11,67.0,134.821,21.493,,,,,17.0,,3333553.0,,,,1.0,,,,5.918,
2009-09-12,69.0,134.884,20.87,,,,,20.0,,3395015.0,,,,1.0,,,,5.901,
2009-09-13,75.0,134.84,19.2,,,,,20.0,,3562832.0,,,,1.0,,,,5.881,
2009-09-14,74.0,134.851,19.459,,,,,18.0,,3859450.0,,,,1.0,,,,5.862,
2009-09-15,44.0,134.864,32.727,,,,,13.0,,3538940.0,,,,1.0,,,,5.851,
2009-09-16,74.0,137.875,20.0,,,,,24.0,,2502039.0,,,,1.0,1.0,,,5.833,
2009-09-17,186.0,273.226,17.143,,,,,24.0,,4009255.0,,,,1.0,1.0,,,6.244,
2009-09-18,78.0,134.808,18.462,,,,,25.0,,4207919.0,,,,1.0,,,,6.223,
2009-09-19,74.0,134.959,19.459,,,,,19.0,,3681283.0,,,,1.0,,,,6.203,
2009-09-20,78.0,134.987,18.462,,,,,21.0,,3711593.0,,,,1.0,,,,6.183,
2009-09-21,78.0,148.754,20.87,,,,,21.0,,3973929.0,,,,1.0,1.0,,,6.199,
2009-09-22,66.0,318.84,57.6,,,,,21.0,,2665704.0,,,,1.0,1.0,,,6.363,
2009-09-23,36.0,134.722,40.0,,,,,13.0,,1226582.0,,,,1.0,,,,6.353,
2009-09-24,97.0,134.505,14.845,,,,,40.0,,3656201.0,,,,1.0,,,,6.327,
2009-09-25,119.0,168.319,15.824,,,,,36.0,,4718859.0,,,,1.0,2.0,,,6.412,
2009-09-26,100.0,134.46,14.4,,,,,40.0,,4550457.0,,,,1.0,,,,6.385,
2009-09-27,104.0,156.379,16.552,,,,,27.0,,4808919.0,,,,1.0,1.0,,,6.429,
2009-09-28,85.0,134.929,16.941,,,,,28.0,,4387916.0,,,,1.0,,,,6.406,
2009-09-29,133.0,191.614,16.364,,,,,34.0,,4073522.0,,,,1.0,2.0,,,6.562,
2009-09-30,85.0,134.765,16.941,,,,,31.0,,4304243.0,,,,1.0,,,,6.539,
2009-10-01,82.0,134.89,17.561,,,,,27.0,,4257395.0,,,,1.0,,,,6.517,
2009-10-02,83.0,151.222,20.0,,,,,35.0,,4110218.0,,,,1.0,1.0,,,6.539,
2009-10-03,58.0,134.414,24.828,,,,,36.0,,2842803.0,,,,1.0,,,,6.523,
2009-10-04,53.0,134.679,27.17,,,,,31.0,,3157416.0,,,,1.0,,,,6.509,
2009-10-05,55.0,134.764,26.182,,,,,34.0,,2609867.0,,,,1.0,,,,6.494,
2009-10-06,58.0,178.116,33.488,,,,,25.0,,2429051.0,,,,1.0,2.0,,,6.536,
2009-10-07,60.0,134.717,24.0,,,,,36.0,,2475279.0,,,,1.0,,,,6.52,
2009-10-08,70.0,134.471,20.571,,,,,32.0,,3295744.0,,,,1.0,,,,6.501,
2009-10-09,80.0,134.658,18.228,,,,,38.0,,3793787.0,,,,1.0,,,,6.48,
