Date,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Cleared Volume (MW),Finale Scheduled Volume (MW),MCP (Rs/MWh)
2020-01-10 01:15:00,5659.3,25530.6,5370.3,5202.63,5202.63,1944.86
2020-01-10 01:30:00,5597.8,26243.3,5308.8,5141.43,5141.43,1944.55
2020-01-10 01:45:00,5542.6,26495.3,5253.6,5137.03,5137.03,1944.21
2020-01-10 02:00:00,5505.2,27517.7,5241.4,5132.93,5132.93,1899.81
2020-01-10 02:15:00,5493.1,27465.4,5230.43,5120.53,5120.53,1850.7
2020-01-10 02:30:00,5493.6,28086.2,5283.6,5121.23,5121.23,1799.6
2020-01-10 02:45:00,5504.9,28279.9,5294.9,5132.83,5132.83,1799.19
2020-01-10 03:00:00,5475.6,28386.8,5265.7,5105.23,5105.23,1791.77
2020-01-10 03:15:00,5465.9,28289.4,5256.0,5096.63,5096.63,1791.46
2020-01-10 03:30:00,5467.3,28417.4,5257.7,5097.93,5097.93,1791.58
2020-01-10 03:45:00,5466.6,28261.6,5257.0,5097.03,5097.03,1791.59
2020-01-10 04:00:00,5470.3,27338.2,5260.5,5099.13,5099.13,1791.49
2020-01-10 04:15:00,5529.8,26925.2,5320.0,5109.13,5109.13,1791.82
2020-01-10 04:30:00,5462.2,26311.4,5246.0,5092.53,5092.53,1799.58
2020-01-10 04:45:00,5422.1,25497.8,5152.5,5098.23,5098.23,1923.69
2020-01-10 05:00:00,5284.7,22608.1,4989.4,4274.23,4274.23,1999.1
2020-01-10 05:15:00,5061.1,20508.8,4765.8,4295.43,4295.43,1999.67
2020-01-10 05:30:00,4810.1,19623.2,4517.9,4489.33,4489.33,1999.41
2020-01-10 05:45:00,4838.1,18768.2,4545.9,4508.33,4508.33,1999.48
2020-01-10 06:00:00,4990.3,16827.1,4785.9,4267.03,4267.03,1999.73
2020-01-10 06:15:00,6007.8,15820.0,5520.8,4454.03,4454.03,2519.63
2020-01-10 06:30:00,6790.8,15474.0,6100.4,4583.93,4583.93,2710.0
2020-01-10 06:45:00,8117.8,14053.6,7217.6,5188.23,5188.23,3011.31
2020-01-10 07:00:00,9402.2,14041.0,8174.4,5804.5,5804.5,3209.74
2020-01-10 07:15:00,10613.9,14140.3,8786.5,6378.4,6378.4,3506.3
2020-01-10 07:30:00,11661.9,14104.2,10020.3,7947.5,7947.5,3743.08
2020-01-10 07:45:00,11758.1,13205.7,9999.0,8534.2,8534.2,3780.79
2020-01-10 08:00:00,11467.0,12829.0,9530.4,8651.7,8651.7,3743.73
2020-01-10 08:15:00,11428.7,12705.5,9493.1,8982.6,8982.6,3743.85
2020-01-10 08:30:00,11222.9,12856.2,9185.7,9075.2,9075.2,3743.11
2020-01-10 08:45:00,10981.1,12849.0,8975.7,9033.4,9033.4,3699.35
2020-01-10 09:00:00,10944.2,13080.3,8833.1,8811.1,8811.1,3355.41
2020-01-10 09:15:00,10655.2,12603.0,8544.0,8408.13,8408.13,3373.53
2020-01-10 09:30:00,10415.4,12258.1,8348.61,8221.36,8221.36,3261.87
2020-01-10 09:45:00,10191.4,12317.7,8283.4,8141.19,8141.19,3157.09
2020-01-10 10:00:00,10047.2,12416.6,7965.2,7954.0,7954.0,3129.53
2020-01-10 10:15:00,10070.8,12413.8,7890.0,7878.8,7878.8,3129.37
2020-01-10 10:30:00,10289.8,12291.1,8107.1,8031.5,8031.5,3129.86
2020-01-10 10:45:00,10351.2,11909.2,8068.3,8046.0,8046.0,3129.73
2020-01-10 11:00:00,10107.8,12003.1,7827.4,7828.7,7828.7,3129.34
2020-01-10 11:15:00,9873.7,11599.0,7594.4,7595.7,7595.7,3129.41
2020-01-10 11:30:00,9777.9,11374.2,7597.8,7599.1,7599.1,3129.93
2020-01-10 11:45:00,9133.5,11284.5,7053.3,7054.6,7054.6,3129.14
2020-01-10 12:00:00,8712.1,11342.5,6898.6,6889.6,6889.6,3100.31
2020-01-10 12:15:00,8557.7,11120.7,6606.8,6597.8,6597.8,3100.9
2020-01-10 12:30:00,8306.9,11078.7,6436.0,6437.3,6437.3,3129.05
2020-01-10 12:45:00,7994.9,11434.9,6237.0,6228.0,6228.0,3100.95
2020-01-10 13:00:00,7680.5,12032.6,6154.5,6145.5,6145.5,3100.09
2020-01-10 13:15:00,7549.6,12057.0,6128.9,6053.9,6053.9,3000.46
2020-01-10 13:30:00,7387.6,12677.1,6088.0,6089.3,6089.3,2879.78
2020-01-10 13:45:00,7346.7,12769.2,6045.1,6046.4,6046.4,2879.51
2020-01-10 14:00:00,7350.0,12705.3,6087.5,6088.8,6088.8,2879.37
2020-01-10 14:15:00,7341.7,12534.0,6078.2,6079.5,6079.5,2879.39
2020-01-10 14:30:00,7429.7,12676.7,6161.4,6162.7,6162.7,2879.31
2020-01-10 14:45:00,7470.5,12863.5,6281.8,6283.1,6283.1,2879.18
2020-01-10 15:00:00,7534.4,12631.9,6212.6,6213.9,6213.9,2879.59
2020-01-10 15:15:00,7810.8,12437.5,6382.2,6382.2,6382.2,3000.75
2020-01-10 15:30:00,7853.6,12892.7,6343.8,6345.1,6345.1,3089.06
2020-01-10 15:45:00,8094.3,12852.4,6544.8,6546.1,6546.1,3129.53
2020-01-10 16:00:00,8002.3,12820.6,6523.7,6525.0,6525.0,3129.3
2020-01-10 16:15:00,8261.6,12243.5,6627.25,6614.9,6614.9,3259.12
2020-01-10 16:30:00,8350.5,12182.3,6568.2,6552.4,6552.4,3404.48
2020-01-10 16:45:00,8631.2,12025.7,6901.2,6885.4,6885.4,3393.67
2020-01-10 17:00:00,8330.1,11127.2,7246.7,7226.8,7226.8,3129.73
2020-01-10 17:15:00,8704.3,11731.4,7520.9,7501.0,7501.0,3129.24
2020-01-10 17:30:00,9217.8,11356.3,8026.5,8006.6,8006.6,3129.59
2020-01-10 17:45:00,9446.5,11310.6,8230.54,8035.33,8035.33,3170.2
2020-01-10 18:00:00,8620.0,10966.5,7926.6,7650.03,7650.03,3537.73
2020-01-10 18:15:00,8634.9,10919.1,8071.4,7580.6,7580.6,3500.3
2020-01-10 18:30:00,8983.7,11235.8,8360.1,7558.83,7558.83,3306.7
2020-01-10 18:45:00,8507.2,11240.2,8327.3,7334.53,7334.53,3129.96
2020-01-10 19:00:00,8049.7,11479.2,7890.9,7735.03,7735.03,3129.2
2020-01-10 19:15:00,7922.5,11290.5,7763.7,7763.8,7763.8,3129.29
2020-01-10 19:30:00,7941.4,11070.1,7783.6,7778.9,7778.9,3129.71
2020-01-10 19:45:00,7771.4,11068.3,7612.6,7612.7,7612.7,3129.6
2020-01-10 20:00:00,6783.9,12114.1,6577.7,6528.1,6528.1,3000.22
2020-01-10 20:15:00,6758.2,12583.2,6566.4,6566.5,6566.5,2959.73
2020-01-10 20:30:00,6658.0,13352.2,6466.2,6466.3,6466.3,2879.96
2020-01-10 20:45:00,6435.6,13904.8,6243.8,6243.9,6243.9,2879.57
2020-01-10 21:00:00,5831.7,15159.4,5673.03,5674.25,5674.25,2709.49
2020-01-10 21:15:00,5407.4,15906.9,5269.63,5270.84,5270.84,2709.15
2020-01-10 21:30:00,4995.7,16438.6,4923.1,4924.4,4924.4,2423.35
2020-01-10 21:45:00,4809.3,17004.3,4736.7,4738.0,4738.0,2423.45
2020-01-10 22:00:00,5345.6,17526.3,4457.9,4489.2,4489.2,2300.85
2020-01-10 22:15:00,5377.2,17824.1,4401.9,4401.9,4401.9,2463.06
2020-01-10 22:30:00,4708.1,18359.3,4055.2,4175.8,4175.8,2220.25
2020-01-10 22:45:00,5120.1,18733.1,4182.3,4291.0,4291.0,2309.5
2020-01-10 23:00:00,5238.6,19261.6,4387.8,4407.03,4407.03,2300.74
2020-01-10 23:15:00,5303.3,19512.1,4527.4,4269.83,4269.83,2300.33
2020-01-10 23:30:00,5359.8,19914.4,4704.7,4223.43,4223.43,2246.73
2020-01-10 23:45:00,5313.5,20310.4,4740.01,4177.53,4177.53,2050.82
2020-01-11 00:00:00,4960.7,21143.8,4644.1,4219.1,4219.1,1999.32
2020-01-11 00:15:00,4846.5,21590.7,4529.9,4105.8,4105.8,1999.09
2020-01-11 00:30:00,4576.2,22521.4,4268.6,3962.3,3962.3,1944.71
2020-01-11 00:45:00,4612.1,22826.3,4306.5,3950.4,3950.4,1944.56
2020-01-11 01:00:00,4495.4,24182.2,4208.4,3885.2,3885.2,1944.15
2020-01-11 01:15:00,4499.2,24611.5,4219.3,3889.1,3889.1,1858.36
2020-01-11 01:30:00,4469.6,25310.8,4214.8,3862.2,3862.2,1830.37
2020-01-11 01:45:00,4460.0,25484.8,4243.3,3855.0,3855.0,1799.35
2020-01-11 02:00:00,4441.9,26385.4,4225.4,3837.0,3837.0,1791.61
2020-01-11 02:15:00,4435.2,26456.1,4218.8,3830.4,3830.4,1791.46
2020-01-11 02:30:00,4433.5,27174.9,4217.2,3828.0,3828.0,1791.25
2020-01-11 02:45:00,4442.1,27298.6,4226.1,3836.9,3836.9,1791.1
2020-01-11 03:00:00,4416.4,27246.3,4206.3,3812.6,3812.6,1791.09
2020-01-11 03:15:00,4408.1,27386.9,4216.1,3804.2,3804.2,1650.07
2020-01-11 03:30:00,4403.3,27315.9,4186.2,3798.2,3798.2,1791.02
2020-01-11 03:45:00,4403.2,27230.1,4184.0,3795.9,3795.9,1791.04
2020-01-11 04:00:00,4464.6,26156.3,4242.8,3809.4,3809.4,1791.18
2020-01-11 04:15:00,4525.4,25354.8,4303.1,3819.7,3819.7,1791.67
2020-01-11 04:30:00,4582.0,23928.0,4343.3,3827.4,3827.4,1800.6
2020-01-11 04:45:00,4340.9,23609.4,4119.0,3736.3,3736.3,1791.98
2020-01-11 05:00:00,3966.3,20091.0,3744.0,3609.93,3609.93,1791.59
2020-01-11 05:15:00,3885.0,18483.2,3660.0,3631.2,3631.2,1799.44
2020-01-11 05:30:00,4262.7,17298.5,3964.9,3941.2,3941.2,1999.11
2020-01-11 05:45:00,4676.9,16880.7,4378.6,4327.43,4327.43,1999.62
2020-01-11 06:00:00,5109.9,15167.9,4730.1,4599.73,4599.73,2300.86
2020-01-11 06:15:00,5059.1,13678.2,4702.1,4523.6,4523.6,2300.68
2020-01-11 06:30:00,6380.8,13150.8,5713.9,5171.9,5171.9,2889.66
2020-01-11 06:45:00,7049.3,12476.8,6294.1,5453.0,5453.0,3049.4
2020-01-11 07:00:00,8462.6,12268.7,7111.4,6365.3,6365.3,3250.57
2020-01-11 07:15:00,8919.1,11886.7,7139.4,6635.6,6635.6,3537.88
2020-01-11 07:30:00,10780.2,12033.6,8130.7,8102.2,8102.2,3704.68
2020-01-11 07:45:00,11597.4,11989.7,9487.6,8796.5,8796.5,3823.93
2020-01-11 08:00:00,11638.9,11945.4,9515.7,8993.4,8993.4,3808.13
2020-01-11 08:15:00,11835.3,11679.1,9681.1,9359.93,9359.93,3909.76
2020-01-11 08:30:00,11873.5,11664.8,9685.5,9554.3,9554.3,3823.56
2020-01-11 08:45:00,11840.5,11685.0,9674.3,9636.6,9636.6,3899.74
2020-01-11 09:00:00,11648.2,11984.9,9406.5,9409.3,9409.3,3749.21
2020-01-11 09:15:00,11305.2,11517.8,9063.5,9074.2,9074.2,3749.05
2020-01-11 09:30:00,11339.9,11134.9,9029.6,9041.4,9041.4,3749.05
2020-01-11 09:45:00,11363.3,11270.3,9038.2,9053.7,9053.7,3704.1
2020-01-11 10:00:00,11298.9,11382.9,8701.4,8743.1,8743.1,3399.46
2020-01-11 10:15:00,11250.7,11560.5,8721.7,8751.2,8751.2,3357.4
2020-01-11 10:30:00,10962.9,11587.6,8718.8,8748.3,8748.3,3250.94
2020-01-11 10:45:00,10545.7,11386.4,8440.3,8482.0,8482.0,3179.55
2020-01-11 11:00:00,9904.2,11247.4,7872.2,7928.6,7928.6,3139.49
2020-01-11 11:15:00,9529.6,11090.2,7641.5,7671.0,7671.0,3100.44
2020-01-11 11:30:00,9083.8,10867.6,7241.1,7270.6,7270.6,3100.67
2020-01-11 11:45:00,8849.8,10674.6,7078.1,7107.6,7107.6,3100.8
2020-01-11 12:00:00,8583.4,10825.5,6907.5,6919.0,6919.0,3100.74
2020-01-11 12:15:00,8232.6,10741.1,6758.3,6814.7,6814.7,3099.58
2020-01-11 12:30:00,7842.1,10979.5,6505.5,6523.4,6523.4,3020.6
2020-01-11 12:45:00,7652.9,11050.7,6428.7,6428.7,6428.7,2999.39
2020-01-11 13:00:00,7483.1,11495.1,6339.3,6339.3,6339.3,2999.11
2020-01-11 13:15:00,7281.7,11654.3,6257.5,6257.5,6257.5,2750.18
2020-01-11 13:30:00,7291.1,12087.8,6211.4,6227.7,6227.7,2889.46
2020-01-11 13:45:00,7171.6,12226.8,6222.0,6222.0,6222.0,2700.31
2020-01-11 14:00:00,7202.6,12280.0,6217.6,6274.0,6274.0,2689.85
2020-01-11 14:15:00,7234.3,11978.2,6248.3,6293.4,6293.4,2689.92
2020-01-11 14:30:00,7373.9,11717.1,6202.3,6202.3,6202.3,2700.81
2020-01-11 14:45:00,7456.3,11922.3,6232.5,6257.5,6257.5,2780.65
2020-01-11 15:00:00,7639.6,12324.6,6386.6,6456.6,6456.6,2780.59
2020-01-11 15:15:00,7907.5,12187.5,6432.3,6502.3,6502.3,3070.33
2020-01-11 15:30:00,7906.3,11901.6,6493.3,6549.7,6549.7,3009.64
2020-01-11 15:45:00,8420.0,11833.1,6964.1,7020.5,7020.5,3099.95
2020-01-11 16:00:00,8506.3,11532.6,6931.0,6987.4,6987.4,3179.23
2020-01-11 16:15:00,9046.9,11541.7,7423.7,7480.1,7480.1,3179.32
2020-01-11 16:30:00,9353.2,11877.3,7735.1,7791.5,7791.5,3179.06
2020-01-11 16:45:00,9425.1,12035.1,7862.2,7918.6,7918.6,3179.77
2020-01-11 17:00:00,8953.6,11210.3,7487.3,7543.7,7543.7,3179.12
2020-01-11 17:15:00,9498.2,10607.6,7880.1,7950.1,7950.1,3261.28
2020-01-11 17:30:00,10045.5,9729.6,7973.3,8043.3,8043.3,3537.32
2020-01-11 17:45:00,10023.8,9734.7,7858.6,7928.6,7928.6,3537.2
2020-01-11 18:00:00,9151.6,9106.4,8018.7,8042.0,8042.0,3999.76
2020-01-11 18:15:00,8701.4,9438.5,7771.9,7823.7,7823.7,3549.08
2020-01-11 18:30:00,9007.3,9860.9,8167.9,8159.7,8159.7,3499.77
2020-01-11 18:45:00,9325.8,10237.3,8520.1,8542.4,8542.4,3404.46
2020-01-11 19:00:00,8581.7,10461.0,8181.8,8238.2,8238.2,3179.72
2020-01-11 19:15:00,8247.6,10374.4,7898.8,7955.2,7955.2,3179.42
2020-01-11 19:30:00,8003.1,10251.4,7656.6,7713.0,7713.0,3179.22
2020-01-11 19:45:00,7798.9,10271.3,7466.9,7523.3,7523.3,3139.84
2020-01-11 20:00:00,7957.9,10780.1,7460.8,7523.8,7523.8,3150.58
2020-01-11 20:15:00,7912.9,10963.3,7456.6,7517.0,7517.0,3179.22
2020-01-11 20:30:00,7794.6,11344.4,7381.6,7442.0,7351.1,3179.16
2020-01-11 20:45:00,7521.8,11678.4,7107.8,7164.2,7073.3,3179.23
2020-01-11 21:00:00,6962.2,12871.0,6506.93,6563.35,6472.45,3099.78
2020-01-11 21:15:00,6413.9,13375.1,5960.52,6026.91,6026.91,3099.01
2020-01-11 21:30:00,5306.6,13926.3,5051.6,5108.0,5108.0,2802.96
2020-01-11 21:45:00,5104.3,14506.8,4905.6,4962.0,4962.0,2689.73
2020-01-11 22:00:00,5334.0,15643.1,4355.0,4451.0,4451.0,2405.52
2020-01-11 22:15:00,5073.7,15820.1,4161.0,4191.5,4191.5,2402.8
2020-01-11 22:30:00,4407.5,17009.5,3598.1,3736.1,3736.1,2300.72
2020-01-11 22:45:00,4577.7,17525.4,3761.1,3899.1,3899.1,2300.75
2020-01-11 23:00:00,4653.3,18134.6,4131.2,3944.03,3944.03,2200.27
2020-01-11 23:15:00,4739.9,18488.5,4264.2,4035.8,4035.8,2053.31
2020-01-11 23:30:00,4834.7,18999.0,4361.34,4128.3,4128.3,2050.32
2020-01-11 23:45:00,5060.9,19441.1,4588.13,4242.83,4242.83,2050.21
2020-01-12 00:00:00,5209.3,19489.3,4603.3,3950.83,3950.83,1999.72
2020-01-12 00:15:00,5088.9,19960.4,4482.9,3838.83,3838.83,1999.42
2020-01-12 00:30:00,4874.0,20771.6,4269.0,3627.83,3627.83,1992.96
2020-01-12 00:45:00,4851.0,21129.5,4247.1,3609.23,3609.23,1992.27
2020-01-12 01:00:00,4716.8,22095.0,4134.8,3565.3,3565.3,1944.47
2020-01-12 01:15:00,4818.4,22657.4,4136.5,3566.0,3566.0,1944.22
2020-01-12 01:30:00,4780.8,23390.2,4113.6,3536.4,3536.4,1857.89
2020-01-12 01:45:00,4724.8,23680.9,4102.7,3482.93,3482.93,1799.71
2020-01-12 02:00:00,4547.5,24645.4,3929.5,3475.53,3475.53,1791.74
2020-01-12 02:15:00,4540.2,24787.1,3922.3,3468.83,3468.83,1791.53
2020-01-12 02:30:00,4389.7,25454.0,3871.9,3466.83,3466.83,1791.28
2020-01-12 02:45:00,4394.4,25485.7,3877.2,3478.46,3478.46,1791.23
2020-01-12 03:00:00,4363.8,25580.0,3847.1,3463.74,3463.74,1791.2
2020-01-12 03:15:00,4355.4,25714.5,3850.1,3490.33,3490.33,1698.17
2020-01-12 03:30:00,4351.3,25731.5,3834.8,3455.33,3455.33,1791.13
2020-01-12 03:45:00,4349.5,25451.8,3832.9,3453.43,3453.43,1791.14
2020-01-12 04:00:00,4358.3,25101.5,3841.4,3443.93,3443.93,1791.18
2020-01-12 04:15:00,4368.1,24585.0,3851.3,3453.23,3453.23,1791.33
2020-01-12 04:30:00,4361.4,23649.1,3844.8,3448.33,3448.33,1791.68
2020-01-12 04:45:00,4366.2,22989.3,3845.2,3447.33,3447.33,1800.23
2020-01-12 05:00:00,4290.1,20446.0,3803.1,3546.63,3546.63,1944.7
2020-01-12 05:15:00,4198.3,18920.4,3800.6,3644.03,3644.03,1999.48
2020-01-12 05:30:00,4589.0,17963.9,4200.5,4200.5,4200.5,2011.45
2020-01-12 05:45:00,4682.9,17701.6,4377.5,4364.1,4364.1,1999.9
2020-01-12 06:00:00,4894.8,15809.7,4661.8,4691.3,4691.3,2300.67
2020-01-12 06:15:00,5431.0,14502.6,5041.9,5045.9,5045.9,2589.39
2020-01-12 06:30:00,6079.9,14907.6,5590.5,5490.2,5490.2,2649.7
2020-01-12 06:45:00,6985.0,14653.0,6229.9,6007.03,6007.03,3022.68
2020-01-12 07:00:00,8767.2,14994.5,7861.3,7715.23,7715.23,3150.02
2020-01-12 07:15:00,9623.7,14160.2,8401.9,8135.63,8135.63,3355.08
2020-01-12 07:30:00,11045.3,13826.2,9405.9,9140.73,9140.73,3681.17
2020-01-12 07:45:00,11803.1,13138.6,10073.6,9822.23,9822.23,3743.62
2020-01-12 08:00:00,12431.8,13035.0,10539.1,10395.73,10395.73,3899.22
2020-01-12 08:15:00,12532.4,12937.3,10525.4,10504.6,10504.6,4050.69
2020-01-12 08:30:00,12696.2,12863.3,10638.4,10642.9,10642.9,4000.26
2020-01-12 08:45:00,12564.7,12643.9,10483.0,10487.5,10487.5,4000.27
2020-01-12 09:00:00,11956.0,12809.0,9857.8,9858.1,9858.1,3743.42
2020-01-12 09:15:00,11440.3,12129.1,9469.3,9469.6,9469.6,3704.75
2020-01-12 09:30:00,11130.4,11602.8,9174.0,9174.3,9174.3,3699.2
2020-01-12 09:45:00,10867.4,11527.0,8915.6,8924.2,8924.2,3639.12
2020-01-12 10:00:00,10642.1,11794.7,8521.3,8550.8,8550.8,3404.5
2020-01-12 10:15:00,10703.0,11890.7,8549.2,8551.4,8551.4,3489.02
2020-01-12 10:30:00,10744.0,11910.7,8589.3,8590.6,8590.6,3489.09
2020-01-12 10:45:00,10494.8,11457.6,8326.8,8356.3,8356.3,3393.43
2020-01-12 11:00:00,10337.3,11606.2,8230.4,8259.9,8259.9,3314.22
2020-01-12 11:15:00,9914.4,11444.6,7815.9,7845.4,7845.4,3300.99
2020-01-12 11:30:00,9615.3,11122.2,7470.7,7500.2,7500.2,3357.98
2020-01-12 11:45:00,9265.3,11831.9,7286.2,7302.2,7302.2,3229.63
2020-01-12 12:00:00,8635.2,12093.7,6967.7,6967.7,6967.7,3200.4
2020-01-12 12:15:00,8406.4,11907.5,6791.5,6791.5,6791.5,3100.93
2020-01-12 12:30:00,7827.6,12023.5,6546.5,6546.5,6546.5,3000.79
2020-01-12 12:45:00,7426.6,12539.2,6299.4,6300.7,6300.7,2879.92
2020-01-12 13:00:00,7026.2,12936.4,6120.9,6122.2,6122.2,2959.28
2020-01-12 13:15:00,6470.7,13212.2,5601.5,5602.8,5602.8,2879.5
2020-01-12 13:30:00,6155.9,13821.7,5290.4,5291.7,5291.7,2879.08
2020-01-12 13:45:00,6073.6,13994.7,5268.0,5268.0,5268.0,2700.75
2020-01-12 14:00:00,5771.6,14353.1,5119.9,5121.2,5121.2,2549.68
2020-01-12 14:15:00,5725.5,14129.7,5073.8,5075.1,5075.1,2549.54
2020-01-12 14:30:00,5885.0,14275.3,5242.6,5242.6,5242.6,2700.48
2020-01-12 14:45:00,6038.4,14250.3,5306.2,5307.5,5307.5,2879.03
2020-01-12 15:00:00,6394.0,14275.4,5644.8,5646.1,5646.1,2879.69
2020-01-12 15:15:00,6719.4,14310.0,5946.3,5947.6,5947.6,2939.48
2020-01-12 15:30:00,6818.3,14258.9,6044.5,6045.8,6045.8,2939.72
2020-01-12 15:45:00,7147.6,14353.7,6248.2,6248.2,6248.2,3000.77
2020-01-12 16:00:00,7401.5,14330.4,6348.5,6348.5,6348.5,3100.64
2020-01-12 16:15:00,7450.6,13962.9,6354.8,6354.8,6354.8,3170.13
2020-01-12 16:30:00,7462.2,13330.7,6233.1,6233.1,6233.1,3200.7
2020-01-12 16:45:00,7206.5,13194.5,6030.4,6031.7,6031.7,3179.36
2020-01-12 17:00:00,7349.5,12599.2,6551.9,6553.2,6553.2,3022.61
2020-01-12 17:15:00,6976.6,12517.1,6347.6,6348.9,6348.9,2939.48
2020-01-12 17:30:00,6960.3,12118.2,6332.6,6333.9,6333.9,2939.54
2020-01-12 17:45:00,6831.3,12356.7,6226.4,6227.7,6227.7,2879.43
2020-01-12 18:00:00,6653.5,12322.4,6409.4,6410.7,6410.7,2879.99
2020-01-12 18:15:00,6366.5,11761.2,6124.1,6125.4,6125.4,2959.47
2020-01-12 18:30:00,6490.0,11930.4,6208.3,6209.6,6209.6,3069.8
2020-01-12 18:45:00,6491.0,12125.1,6210.5,6211.8,6211.8,3069.62
2020-01-12 19:00:00,6320.0,11635.6,6026.5,6027.8,6027.8,3069.43
2020-01-12 19:15:00,6662.2,11299.5,6359.7,6361.0,6361.0,3129.52
2020-01-12 19:30:00,6935.7,11353.4,6534.7,6536.0,6536.0,3179.21
2020-01-12 19:45:00,6950.8,11580.1,6649.1,6650.4,6650.4,3129.94
2020-01-12 20:00:00,6371.2,11974.5,5948.1,5949.4,5949.4,3069.06
2020-01-12 20:15:00,6551.7,12109.8,6068.6,6069.9,6069.9,3069.11
2020-01-12 20:30:00,6133.8,12717.9,5882.5,5883.8,5883.8,2879.33
2020-01-12 20:45:00,5953.6,12958.7,5733.4,5734.7,5734.7,2779.96
2020-01-12 21:00:00,5562.5,13628.3,5283.9,5285.2,5285.2,2780.0
2020-01-12 21:15:00,5123.7,13917.9,4846.7,4848.0,4848.0,2779.65
2020-01-12 21:30:00,4821.9,14429.1,4542.8,4544.1,4544.1,2779.08
2020-01-12 21:45:00,4775.0,15061.2,4524.7,4526.0,4526.0,2679.87
2020-01-12 22:00:00,4895.2,15686.0,3764.1,3751.8,3751.8,2423.79
2020-01-12 22:15:00,5122.4,16157.0,3844.6,3832.3,3832.3,2659.51
2020-01-12 22:30:00,4879.3,17027.6,3708.6,3696.3,3696.3,2499.3
2020-01-12 22:45:00,4860.7,17304.4,3728.5,3703.3,3703.3,2423.54
2020-01-12 23:00:00,5006.3,18102.8,4155.3,3973.7,3973.7,2359.51
2020-01-12 23:15:00,5118.5,18366.7,4268.2,4083.7,4083.7,2359.3
2020-01-12 23:30:00,4965.1,18443.7,4358.8,3940.6,3940.6,2250.21
2020-01-12 23:45:00,4851.2,18868.8,4352.88,3826.7,3826.7,2050.38
2020-01-13 00:00:00,4294.3,19698.5,3886.6,3886.6,3886.6,1859.62
2020-01-13 00:15:00,4574.8,20140.5,4167.1,4167.1,4167.1,1911.12
2020-01-13 00:30:00,4502.8,20876.7,4095.2,4095.2,4095.2,1893.09
2020-01-13 00:45:00,4482.7,21343.4,4135.1,4135.1,4135.1,1799.35
2020-01-13 01:00:00,4410.6,22306.2,4070.9,4070.9,4070.9,1792.8
2020-01-13 01:15:00,4359.8,22714.5,4020.3,4020.3,4020.3,1792.49
2020-01-13 01:30:00,4341.3,23454.2,3996.6,3996.6,3996.6,1792.38
2020-01-13 01:45:00,4336.0,23736.8,3991.4,3991.4,3991.4,1792.31
2020-01-13 02:00:00,4233.9,24750.2,3888.5,3888.5,3888.5,1792.06
2020-01-13 02:15:00,4224.5,24832.0,3879.3,3879.3,3879.3,1769.3
2020-01-13 02:30:00,4224.1,25387.8,3891.4,3891.4,3891.4,1700.87
2020-01-13 02:45:00,4222.3,25461.5,3898.5,3898.5,3898.5,1673.68
2020-01-13 03:00:00,4198.5,26100.8,3884.8,3884.8,3884.8,1673.24
2020-01-13 03:15:00,4193.0,26118.4,3900.3,3900.3,3900.3,1603.75
2020-01-13 03:30:00,4192.1,26197.5,3887.4,3887.4,3887.4,1618.94
2020-01-13 03:45:00,4187.5,26159.7,3875.0,3875.0,3875.0,1650.94
2020-01-13 04:00:00,4251.8,25583.3,3908.0,3908.0,3908.0,1792.01
2020-01-13 04:15:00,4366.6,24906.8,4022.9,4022.9,4022.9,1792.19
2020-01-13 04:30:00,4370.2,24397.0,4026.2,4026.2,4026.2,1792.29
2020-01-13 04:45:00,4427.0,23467.4,4083.0,4083.0,4083.0,1792.56
2020-01-13 05:00:00,4688.6,21123.9,4348.0,4348.0,4348.0,1911.2
2020-01-13 05:15:00,4955.0,19076.1,4596.7,4596.7,4596.7,1999.49
2020-01-13 05:30:00,5345.3,18369.5,4448.8,4448.8,4448.8,2359.09
2020-01-13 05:45:00,5140.3,17719.9,4293.3,4293.3,4293.3,2359.52
2020-01-13 06:00:00,5411.8,16313.3,4893.8,4893.8,4893.8,2519.61
2020-01-13 06:15:00,5973.9,14870.5,5302.1,5302.1,5302.1,2700.42
2020-01-13 06:30:00,7504.5,14598.8,6046.9,6046.9,6046.9,2870.16
2020-01-13 06:45:00,7965.6,13974.3,6410.7,6410.7,6410.7,3179.27
2020-01-13 07:00:00,9370.4,13854.3,7421.2,7421.2,7421.2,3229.57
2020-01-13 07:15:00,10300.9,13125.4,8142.6,8142.6,8142.6,3502.13
2020-01-13 07:30:00,12155.8,13097.2,9134.56,9134.56,9134.56,3699.41
2020-01-13 07:45:00,13033.8,12780.6,9991.19,9991.19,9991.19,3782.53
2020-01-13 08:00:00,13588.0,12191.6,10134.6,10134.6,10134.6,4009.94
2020-01-13 08:15:00,13744.7,11894.1,10238.6,10238.6,10238.6,4049.79
2020-01-13 08:30:00,14224.6,11728.0,10630.5,10630.5,10630.5,4069.94
2020-01-13 08:45:00,14569.6,11063.6,10634.9,10634.9,10634.9,4500.25
2020-01-13 09:00:00,14559.8,10779.6,10368.3,10368.3,10368.3,4500.02
2020-01-13 09:15:00,14369.3,10425.1,9913.8,9913.8,9913.8,4500.11
2020-01-13 09:30:00,14113.7,10363.6,9952.3,9952.3,9952.3,4500.01
2020-01-13 09:45:00,13593.1,10440.0,9581.0,9581.0,9581.0,4109.38
